#Frame      RoG_00005 RoG_00005[Max]
       1      22.1400        44.6007
       2      22.2279        43.6339
       3      22.3683        45.1136
       4      22.3281        43.3735
       5      22.1307        29.1419
       6      22.2302        41.7285
       7      22.2198        28.8782
       8      22.0399        28.6947
       9      22.1314        41.3665
      10      22.1578        30.3838
      11      22.0699        43.5797
      12      22.0891        41.3647
      13      22.2099        42.3426
      14      22.0982        29.0360
      15      22.1171        42.3903
      16      22.1357        42.0057
      17      22.1411        42.5559
      18      22.2603        29.8674
      19      22.1103        41.9171
      20      22.3650        43.7927
      21      22.3281        41.7937
      22      22.2019        47.4006
      23      22.1804        48.0704
      24      22.2392        44.1872
      25      22.1440        47.9408
      26      22.2647        46.2082
      27      22.1341        45.7243
      28      22.2333        46.0186
      29      22.1553        50.1015
      30      22.3724        47.1052
      31      22.5017        51.5017
      32      22.5444        52.2427
      33      22.5647        51.1201
      34      22.3924        51.5296
      35      22.5630        47.3789
      36      22.5135        52.1769
      37      22.5540        52.2993
      38      22.4813        51.6227
      39      22.5366        51.9691
      40      22.5653        52.4213
      41      22.4762        51.8263
      42      22.4002        51.6839
      43      22.3335        47.7266
      44      22.4965        48.2840
      45      22.3837        48.6998
      46      22.2845        47.4636
      47      22.3583        48.2825
      48      22.3679        48.7897
      49      22.3686        52.5723
      50      22.3955        53.1395
      51      22.4986        52.8256
      52      22.5247        54.3203
      53      22.5256        49.2239
      54      22.3486        49.0472
      55      22.3967        46.6220
      56      22.2437        50.4318
      57      22.2738        46.7124
      58      22.2752        49.1283
      59      22.3106        48.6113
      60      22.3392        51.3376
      61      22.5204        51.4588
      62      22.4459        46.2324
      63      22.4387        51.2835
      64      22.2446        50.2210
      65      22.3750        51.4416
      66      22.2923        50.2363
      67      22.2378        50.2605
      68      22.4468        49.3271
      69      22.3088        49.7946
      70      22.4012        50.8822
      71      22.3421        51.5031
      72      22.2451        50.7032
      73      22.4577        47.2433
      74      22.2765        50.5324
      75      22.5698        50.6642
      76      22.2726        50.2378
      77      22.4455        50.7521
      78      22.3343        47.6145
      79      22.3845        50.7221
      80      22.4681        51.4834
      81      22.4847        51.8206
      82      22.4664        46.4406
      83      22.3856        49.5879
      84      22.3921        50.5115
      85      22.4978        51.6748
      86      22.3497        48.1748
      87      22.5855        48.2036
      88      22.4283        47.6146
      89      22.4830        47.3448
      90      22.5045        51.4852
      91      22.5185        48.2497
      92      22.4842        50.4576
      93      22.5910        51.6692
      94      22.5645        51.9410
      95      22.5034        51.5918
      96      22.5694        51.1946
      97      22.4955        47.9772
      98      22.6746        52.4297
      99      22.6176        50.8942
     100      22.5092        51.5356
     101      22.4670        48.3722
     102      22.4479        50.7870
     103      22.4870        51.9821
     104      22.5236        51.8728
     105      22.3497        50.5545
     106      22.2773        50.4872
     107      22.3502        51.2099
     108      22.3899        46.0658
     109      22.2641        49.7725
     110      22.4630        47.2695
     111      22.5134        50.9779
     112      22.4565        51.9952
     113      22.5312        50.8621
     114      22.5082        52.1355
     115      22.6829        51.5354
     116      22.3896        49.7215
     117      22.4403        50.6175
     118      22.5660        51.2240
     119      22.4464        51.0917
     120      22.6145        47.9152
     121      22.5391        49.7509
     122      22.3961        50.2638
     123      22.7282        51.3141
     124      22.6748        52.6731
     125      22.5521        51.4042
     126      22.4339        47.1657
     127      22.4611        50.5191
     128      22.4840        51.5991
     129      22.6111        51.2971
     130      22.4326        50.8491
     131      22.2714        48.8317
     132      22.4989        51.3910
     133      22.4495        53.2412
     134      22.4626        50.9605
     135      22.3598        46.0927
     136      22.4058        48.4705
     137      22.3777        48.8044
     138      22.4361        46.7851
     139      22.4677        45.6712
     140      22.4633        51.0126
     141      22.5497        50.5676
     142      22.5060        51.4542
     143      22.4350        51.6774
     144      22.3440        46.2965
     145      22.2352        46.0433
     146      22.2417        44.9151
     147      22.1935        45.1428
     148      22.1664        45.2783
     149      22.3742        47.2091
     150      22.4081        46.8934
     151      22.2936        49.8902
     152      22.2934        45.1551
     153      22.3324        49.3622
     154      22.4769        50.7470
     155      22.3142        51.4666
     156      22.3756        50.7500
     157      22.4186        51.2869
     158      22.4467        51.3213
     159      22.4105        45.2950
     160      22.4255        50.3151
     161      22.2918        47.4228
     162      22.3029        51.3540
     163      22.3946        50.3557
     164      22.4170        46.4732
     165      22.4981        51.5831
     166      22.4606        45.8373
     167      22.5154        47.0851
     168      22.4101        44.9275
     169      22.2942        45.3888
     170      22.3626        46.8511
     171      22.5400        47.5075
     172      22.4481        46.5914
     173      22.4906        46.9561
     174      22.3918        46.3479
     175      22.3163        46.6322
     176      22.3334        45.0413
     177      22.2845        45.9375
     178      22.3326        46.5465
     179      22.2513        45.8673
     180      22.3264        47.4648
     181      22.3084        47.6283
     182      22.5268        50.7916
     183      22.3849        45.6250
     184      22.3870        46.6770
     185      22.3563        45.8156
     186      22.4404        49.2379
     187      22.4401        46.6094
     188      22.5562        46.9681
     189      22.3614        46.7277
     190      22.4189        46.3255
     191      22.5189        46.8799
     192      22.3585        49.2982
     193      22.4213        47.0110
     194      22.4045        46.3754
