#Frame      Mode1    Mode2    Mode3    Mode4    Mode5    Mode6    Mode7    Mode8    Mode9   Mode10
     520  -27.058  -22.814    3.194    0.359  -17.942   -5.046   13.222   -3.374   -5.801   -0.237
     521  -37.326   -0.414   -9.764    0.848  -13.999   -6.771   10.145   -6.628  -10.748   -2.140
     522  -33.998    2.705   -4.064   -0.802  -14.648    0.496    7.957  -11.203   -2.887   -1.297
     523  -33.345   -4.372  -11.513   -3.699  -19.645   -7.498    4.763   -9.703   -2.774    3.135
     524  -31.077   -8.527   -3.287    4.065  -13.644   -8.034   10.712  -11.509   -5.605   -1.257
     525  -27.561  -32.672    1.650    1.017  -14.338  -12.526    8.547   -4.312   -5.855   -0.267
     526  -20.147  -14.275   -1.079   -0.526  -11.828   -6.511    6.689  -10.827  -13.592    1.668
     527  -31.219   15.072   -8.616   -6.339  -13.548   -9.184    4.301  -10.920   -6.957   -3.940
     528  -26.146  -18.173    3.472   -2.941  -13.631  -14.472    4.538  -14.254   -2.519   -0.644
     529  -19.690  -10.957    2.785    0.796  -12.644   -5.291    2.667  -13.025  -10.200   -1.949
     530  -19.060   -5.917   -1.270    4.486  -15.094   -5.296    8.328  -13.789   -9.927   -2.610
     531  -28.096   -7.316   -7.833    4.548  -13.818   -8.524    2.917   -8.172   -6.977   -0.564
     532  -29.207   -6.300    6.017   -5.969  -18.201  -11.367    7.459   -9.358   -4.354   -0.933
     533   -8.183   -4.813   -0.890   -0.309  -12.309   -8.036    4.481   -9.067  -13.628   -2.845
     534  -36.515  -10.776   -4.248   -2.332  -16.458   -5.668   -1.569   -5.803  -12.997    0.177
     535  -34.391   -3.790  -20.833    8.403  -13.624   -8.667    6.522   -5.546   -7.738    1.273
     536  -34.017   -2.797   -3.816    2.890  -11.195   -8.160   -2.097  -15.801   -6.324    0.968
     537  -28.132  -14.888    4.120    6.240  -11.681   -4.282   -4.538  -11.151   -7.932    0.758
     538  -34.152  -23.675    1.136    0.064  -12.585  -14.510    0.266   -5.833   -4.136    3.342
     539  -24.540  -34.737    1.488    6.085   -7.382  -10.730    1.864   -3.385   -7.992    0.476
     540  -26.605  -25.931  -11.201   -0.174   -8.172  -10.287   -1.045   -5.145   -9.522    2.153
     541  -27.422  -12.113   11.871    1.657  -11.681  -12.704   -0.479  -10.621  -12.068   -1.556
     542  -39.628  -13.176  -11.876    0.673  -12.900  -16.379   -3.604   -3.224   -6.450   -1.090
     543  -33.546  -20.663   -1.217   10.865   -9.472  -14.450   -7.167   -2.878   -9.761    5.401
     544  -39.026   -8.641  -20.634    3.912  -10.719  -12.280   -4.169   -4.138   -1.789    1.770
     545  -40.799   -0.409   -8.536   -1.373  -13.384   -9.305   -4.152   -6.976   -9.353   -1.351
     546  -43.069   -0.058  -13.526    3.077  -12.696   -1.633  -10.102   -1.881  -12.671    2.605
     547  -46.586    3.870  -10.642    0.188  -11.291  -10.773   -0.833  -10.846   -5.816   -2.660
     548  -30.473    3.522   -5.473   -2.019   -7.782  -12.320    0.094   -7.175  -10.385   -0.878
     549  -40.174   -1.898  -11.531  -11.472  -16.203  -12.648   -2.527   -7.564  -10.779   -0.278
     550  -49.511    7.870  -22.287   -8.687  -16.165  -12.678   -0.952   -8.665   -5.659   -1.677
     551  -39.919    5.197  -25.411   -6.495  -17.485  -14.065    0.905  -12.553   -4.309    1.900
     552  -43.055    4.205   -5.818   -3.482   -9.526  -17.607   -0.366  -11.254  -11.218   -1.903
     553  -43.366   -7.404  -11.783   -6.738  -13.638  -12.690   -2.609   -5.673  -12.593   -0.445
     554  -40.329   -5.773  -10.856   -0.202   -4.003  -11.184   -1.553  -15.335   -7.312   -0.992
     555  -39.067    3.935  -19.712   -0.962  -11.565  -16.026   -1.733  -10.784   -0.180    2.807
     556  -57.829   -3.909  -17.163    4.636   -6.938  -16.993  -10.994   -7.955   -4.174    4.249
     557  -40.323    4.248  -16.520   -1.944  -15.865  -10.695   -8.257  -22.806   -2.394    2.621
     558  -51.082    7.922  -23.903   -8.494  -15.735   -6.825  -18.558  -13.369   -7.865    2.203
     559  -57.316   -1.068  -24.406  -11.899  -14.841  -12.423   -7.959   -9.766   -4.172    1.342
     560  -41.043    3.882  -11.058  -10.460  -17.865  -15.322   -7.997   -8.948   -4.644    1.262
     561  -44.773  -10.805  -20.950   -7.836  -12.552  -16.914   -6.296   -3.736   -7.429    2.776
     562  -26.120  -26.723  -13.192    1.057  -12.003  -11.817    1.119   -9.481   -4.451    6.192
     563  -41.692    2.983  -14.042    0.343  -12.739   -2.305   -9.953  -10.492  -13.346    3.016
     564  -42.353    9.070  -26.321   -4.490  -14.049   -2.036   -3.189  -10.748   -6.668   -0.414
     565  -52.496    2.536  -21.477   -4.823  -14.328  -10.526   -8.733   -9.009    1.442    2.272
     566  -49.177    2.819  -26.031  -10.642  -18.740   -7.621   -0.988   -9.313   -0.643    3.407
     567  -44.959   20.112  -27.130   -8.242  -12.490   -4.206    5.112  -12.252   -6.606    0.767
     568  -40.877    0.451  -10.314   -5.410  -18.942  -13.276    1.317  -11.904   -0.521    0.227
     569  -34.699    6.546   -9.813   -5.447  -12.210  -12.952    0.796   -4.859    0.203    2.675
     570  -39.711   10.101  -10.666   -2.829  -11.756  -12.836    5.164  -13.283   -3.962    0.635
     571  -48.470   10.851   -3.554   -3.079  -12.605   -3.988   -4.870   -8.409   -8.796    0.404
     572  -33.540   14.574   -7.587   -1.570  -14.681   -8.358   -1.746   -8.566   -4.341    6.954
     573  -36.456    3.387  -10.170   -5.259  -10.096   -3.295   -2.215  -10.759   -6.037   -1.008
     574  -41.515   10.693  -10.433   -0.123  -10.528  -12.621   -3.392  -15.231   -0.376    0.548
     575  -45.608   21.321   -5.362   -2.505  -11.560    0.304   -3.621  -18.183    3.079   -4.414
     576  -40.567    1.744   -1.429   -6.230  -13.430   -2.964   -6.170   -7.892  -10.593   -2.014
     577  -32.623    3.428    3.616   -0.815  -14.598    1.192   -1.448  -12.190  -11.837    3.081
     578  -33.799    2.815   -0.131   -7.356  -18.481   -4.253   -0.171  -11.875  -10.109    0.723
     579  -40.477   -5.904  -13.260   -9.005  -19.284   -1.229    2.418   -5.221   -5.884    0.481
     580  -44.557    5.582   10.671  -12.502  -21.309    8.074    3.022   -4.261   -8.967  -14.095
     581  -38.675   19.812   -2.990   -2.943  -16.982    9.532   -5.079   -7.961   -7.493   -4.170
     582  -49.580   13.810    4.721   -1.143  -13.553   16.305   -3.414   -9.853   -0.439   -3.416
     583  -51.933   -7.141   -2.602   -3.352  -17.529   -1.905    1.957   -4.817    3.932   -3.199
     584  -54.307    4.320    7.949   -5.034  -15.243    2.638   -9.586   -0.812   -2.892   -7.999
     585  -43.390   -5.531    7.269    3.301  -10.988   -7.463    5.691   -0.143   -1.429   -8.091
     586  -37.953  -13.598   14.043   -0.327  -11.300  -10.643   13.990   -4.238    2.760   -6.702
     587  -35.324   -2.272    3.288   -6.381   -5.932    5.025    1.497    2.148  -10.649  -13.962
     588  -36.625  -12.539    3.779    1.059  -10.551   -4.075    4.495   -3.806   -7.985   -8.486
     589  -29.735   -5.198    9.778   -0.286   -4.218  -11.974   -4.960   -8.134   -7.158   -7.117
     590  -28.491   10.564   -2.803   -8.877   -7.316   -4.967   -0.614  -11.080   -5.406   -6.568
     591  -29.770    6.399   -6.515   -8.027   -6.656   -0.614    0.802   -8.664   -1.922   -7.530
     592  -28.142   -9.942  -16.948  -10.191   -8.871  -10.686    2.921   -6.405   -8.134   -3.989
     593  -19.766   -9.282   -0.063   -1.740   -5.816  -12.033    8.034  -13.504   -6.369    2.035
     594   -7.745  -14.666   13.842  -13.742  -11.039  -16.541    8.412  -10.115   -9.753    1.538
     595   -8.645  -11.787    3.614    0.882   -8.811   -4.552   12.757  -11.917  -13.416    1.328
     596   -5.727  -18.559    0.112    5.054  -10.181   -8.412   14.417   -9.964   -2.860    2.597
     597  -10.070  -17.181    0.733    4.762  -11.847   -7.216   10.259   -8.226  -12.825    1.298
     598   -9.288  -15.651   -5.150   -3.999  -11.416   -6.560    5.394   -9.123  -12.585    6.146
     599  -23.439   -2.458   -2.039    4.344   -9.651   -1.626    3.677  -10.485  -12.614    2.282
     600  -13.505  -22.040    5.126    4.023  -11.853   -9.896    4.525   -5.853   -9.443    8.356
     601   -7.667  -15.902    4.966    0.777  -11.920   -9.118    4.041   -8.297   -7.406   10.539
     602  -10.385  -20.128   -5.043   -0.310  -13.017   -6.866    1.765   -4.966   -7.568    4.586
     603   -1.597  -14.194  -14.566   19.460   -4.338  -11.093    3.735  -14.307    1.783    9.980
     604  -12.406  -19.106   -2.980    3.540  -17.029   -7.134    7.571  -10.936   -3.369    9.259
     605  -26.486   -2.107  -10.474   -1.178  -18.486    3.044   -0.165   -9.792   -6.974    7.612
     606  -22.416  -10.027   -2.758    3.916  -12.800  -11.988    9.693  -12.803   -0.292    0.824
     607  -25.915   -5.207  -11.390    6.349  -11.560  -14.363    3.680   -8.946   -4.298    5.315
     608  -31.822   -7.295  -16.698    7.476  -11.873   -5.383   10.231   -9.273   -5.244    4.285
     609  -28.888   -2.316  -12.998    3.753  -14.258   -7.082    7.036   -5.044   -7.576    3.202
     610  -39.975   -1.872  -15.566    4.988   -8.822   -1.269    0.422   -7.695   -8.434    3.077
     611  -18.407   -3.380   -0.889   -0.597  -16.033    4.762    7.288   -6.113  -16.477   -1.195
     612   -7.276  -17.278    2.456   12.303   -8.579    5.951    9.706   -8.615  -12.083   -0.866
     613   -9.104  -22.282   -9.925   12.869   -1.593    4.963    8.897   -5.628  -15.801    1.771
     614   -0.897  -11.203    1.825   13.912   -5.404    4.421    8.176  -13.460   -8.011    2.491
     615  -12.906  -14.915    7.169   14.452  -10.462   -4.076   10.515  -13.127   -5.023    4.968
     616  -16.365   -4.490   -3.546    2.801   -9.123   -5.127    7.560  -14.273   -5.621    7.202
     617  -22.364   -4.822   -7.004    3.057  -12.862    0.479    7.810   -7.362   -6.967    1.430
     618  -34.412  -12.586    1.899    2.584  -11.123   -4.093   -6.992    0.190   -9.127    3.846
     619  -17.582  -10.168    4.920   13.496  -12.447    2.626    2.174   -5.092   -7.283   -0.156
     620  -12.145  -24.644    6.614   20.790   -0.576    0.817    0.596   -5.275  -12.659   -0.609
     621    1.867  -21.927   12.750    9.849   -7.946   -1.603   -1.030   -7.493  -13.648    3.954
     622  -15.375  -19.408    9.108   15.783   -2.016   -6.565    2.168   -5.136   -9.010    3.295
     623  -14.850  -38.260   15.373   12.783   -2.208  -19.225   -5.949   -7.408   -9.065   10.445
     624  -11.722  -28.218   12.983   17.080   -0.570   -4.157   -3.145   -6.677   -8.175    4.823
     625  -13.371  -19.605   -2.654    1.195   -5.546   -8.481    4.368   -5.193   -6.671   -0.519
     626  -17.333  -13.967   -3.795    3.700   -3.725   -6.592   -4.876  -16.065   -2.959    6.096
     627  -22.035   -0.956   -5.890    4.056  -13.207   -4.512    4.814  -11.930   -1.604    2.066
     628  -17.428   -5.604  -10.674   10.385  -10.267   -4.762    5.493  -12.490   -1.326    5.330
     629  -30.931   -6.286   -2.107   15.763  -10.038  -12.543   10.846   -8.465   -2.229    2.899
     630  -28.476   -6.306   -8.392    6.987  -15.339  -11.849   14.986   -6.520   -4.372    1.271
     631  -19.949  -15.636   -7.799   -3.144  -17.349  -12.499   14.907   -2.171   -6.140    1.547
     632  -32.707   -7.577   -6.899    2.556  -19.083   -6.106    9.549    0.641   -8.347    2.557
     633  -32.602   -8.127   -6.095    6.051  -17.504   -8.909    9.005   -9.405   -1.129    2.254
     634  -38.645  -20.193   -4.638    5.766  -13.872  -10.843    6.889   -4.917   -6.598    2.989
     635  -36.462  -20.559   -4.810    0.095  -11.095  -12.879    6.775   -3.970   -0.599   -0.890
     636  -18.604  -12.068   -4.609   10.232   -9.622   -9.436   13.669   -5.527   -1.679    1.383
     637  -29.014  -18.031   -9.089    0.089  -13.650    0.719   11.949    2.480   -9.949   -3.881
     638  -28.756  -11.635    5.669   14.685   -4.636    0.409   13.197   -5.922   -9.363   -4.461
     639  -19.928  -10.322   -4.046    5.492  -12.386   -1.544   14.937   -2.210   -4.136   -2.459
     640  -35.205  -22.429  -22.012   -5.105  -17.563   -7.228   15.804    0.874   -0.277    0.162
     641  -25.508   -9.443  -14.405    0.840  -16.147   -4.422   20.922   -2.408  -11.194   -2.481
     642  -36.694  -13.494  -21.347   -5.852  -16.787  -12.223   13.983    0.308   -8.747    2.303
     643  -31.428  -22.194  -17.982   -4.036  -14.166   -8.098   14.419    2.298  -15.113    0.569
     644  -40.207   -3.746  -21.122   -0.097  -14.398  -11.963    8.617   -6.251   -9.934    6.101
     645  -35.429   -4.962  -11.692    5.076   -7.899  -16.916   14.011   -3.265  -11.545   -0.088
     646  -32.300   -4.900  -10.723    0.365  -13.568  -10.970   17.760   -0.096  -14.227   -1.517
     647  -31.186   -3.629  -11.034   12.134  -14.791   -8.050   19.739   -6.002   -3.030    0.245
     648  -25.579  -11.457  -15.958    0.705  -14.078  -12.136   13.795   -4.376  -11.765   -0.322
     649  -26.428  -11.013  -21.256   12.842  -11.515   -6.834   16.688   -9.114   -5.049    0.740
     650  -28.965   -6.429  -13.036   10.242   -9.461  -12.759   17.901   -5.458  -12.166   -3.753
     651  -36.900    5.407  -21.174   16.449   -6.760   -2.230   10.027  -10.110   -4.501   -1.643
     652  -32.969    1.698  -28.144   15.127   -4.709   -3.172    9.118  -10.031   -6.446    0.929
     653  -38.792    6.149  -27.950    2.357   -8.271   -6.153   10.293   -2.212   -2.166   -1.288
     654  -40.914    5.146  -26.229    9.436  -14.518   -3.344   12.839   -6.144    3.063    1.719
     655  -46.124    9.054  -24.746    4.175  -12.831   -4.165    9.069  -12.768    6.479   -0.470
     656  -35.151    7.702  -19.716    7.528   -9.604   -5.156   11.691   -6.650   -9.570   -2.993
     657  -27.828    5.653  -15.147    8.820  -10.034   -4.611    5.163  -14.415   -0.360   -3.648
     658  -24.776    0.839   -4.541    6.072  -11.206   -1.082    1.274  -12.924    0.360    0.686
     659  -18.122  -13.725   -2.754    5.341   -9.705   -7.797   10.399   -7.492   -0.565   -2.169
     660  -20.948   -5.818    1.085    2.794  -15.233   -7.686    5.882   -4.458   -6.357   -7.575
     661  -22.098   -3.956   -0.725    3.338  -12.194  -12.738    6.412  -11.516   -4.460   -0.758
     662   -2.953   -6.697    3.917    4.009  -12.611  -12.500   10.577   -9.959   -1.495    1.245
     663    0.218  -12.419    5.493    9.788  -11.980   -4.261   14.653  -15.045   -1.585   -1.694
     664  -14.296  -11.042   -5.614   -1.121  -14.683  -12.265   12.587   -7.707   -6.812   -2.353
     665  -27.013   -9.992  -16.738    1.650  -11.385   -4.608    7.696   -9.591   -7.574   -1.975
     666  -24.375  -19.114  -22.234    0.793   -9.157   -8.161    2.783   -3.974   -2.338    1.453
     667  -28.420   -1.131  -30.321    3.545  -12.605  -12.773    8.277   -4.456   -7.577    0.207
     668   -6.270  -17.265  -22.558    4.863   -3.899  -11.608    5.301   -8.745  -11.377    0.320
     669  -11.720  -30.298  -28.039    6.918   -6.830  -13.744   -2.652   -6.974   -8.890   10.539
     670  -10.918  -23.308  -22.300   15.667   -6.034   -8.228   -1.282   -7.706   -8.841    8.315
     671  -11.493  -26.102  -23.019    8.296  -10.096   -1.611   -2.754   -2.536   -9.602    5.555
     672  -28.340   -8.906  -19.126   11.885   -8.190   -0.342   -4.546   -9.400   -6.870    0.823
     673  -18.767   -1.151  -39.368    1.894  -14.464   13.730   -7.053   -1.966   -7.928    3.135
     674  -27.538   -1.031  -33.277   -2.316  -14.553    8.427   -2.042   -4.329  -13.684   -3.207
     675  -34.392   -9.365  -34.198   -5.651  -14.219    9.658  -10.262   -1.493   -9.578    3.981
     676  -30.520   -9.939  -30.838   -7.510   -8.823    7.004   -6.580   -0.324   -7.827   -2.640
     677  -15.825   -4.236  -24.645    2.215  -11.263    6.405   -0.003   -5.724   -8.245   -1.138
     678  -16.977    8.683  -21.863    0.904  -10.600   11.379    3.368   -7.381  -10.022   -3.943
     679  -22.551   -9.697  -15.063   -3.098  -13.842    1.143    0.639   -2.013   -8.210    0.853
     680  -18.684   -4.519  -15.814   -1.749   -7.950    0.080   -6.315   -4.741  -13.765    1.339
     681  -19.891  -14.087   -7.355   -5.682  -13.130    0.683    2.726   -5.486  -10.463   -5.134
     682  -23.751   -7.344  -14.465   -2.202  -17.825   -9.885    5.407   -7.432   -4.035    0.404
     683  -20.439    4.784  -17.421   -0.979  -13.485   -8.362   11.168  -12.511    4.095   -1.520
     684  -23.733   -1.703  -21.068   -0.129  -13.781    0.161    8.075   -2.989   -2.668   -1.958
     685  -20.376   -0.277  -15.815    3.141   -7.589   -6.119    9.628  -10.496    3.523    1.627
     686  -32.374   -0.852  -20.677   -5.529   -8.437   -2.223    7.585   -4.518   -3.647   -3.817
     687  -32.578    1.432  -21.789   -2.775  -11.893   -0.035    4.257   -2.934   -4.986   -3.356
     688  -30.952    3.797  -25.363   -9.857  -14.391   12.147   -2.087   -4.439   -8.488   -3.908
     689  -28.499   14.654  -24.403   -4.934  -18.894   -0.754    5.289   -7.811   -3.621    3.456
     690  -28.522    0.408  -23.169   -6.959  -20.844   -2.305   10.092   -4.859   -3.758    3.224
     691  -27.103  -16.046  -37.641    1.238  -12.679   -1.615    8.755    0.674   -2.881    4.107
     692  -22.684  -32.976  -18.487   -3.774   -9.920   -0.807    4.595    2.186   -1.468   -1.908
     693  -16.142  -16.419  -26.298    5.058   -7.659   -3.541    8.732   -6.034    0.402    4.835
     694  -30.828  -14.734  -16.265    8.272   -3.863    3.625    1.692   -1.727   -6.198   -0.891
     695  -15.788  -19.377  -28.572    5.219   -2.626   10.280    8.337    4.074  -10.412   -2.160
     696  -19.610  -36.212  -34.121    5.033   -0.503    0.905    6.002    0.820   -4.223   -2.461
     697  -27.913  -13.601  -45.859   -7.157   -6.896   -3.169    6.898    2.172  -11.060    4.487
     698  -15.561  -19.914  -26.308   -2.396   -5.440   -3.480   10.293    0.635  -10.014    1.921
     699  -28.996  -17.129  -25.722   -3.476   -7.991    3.623    7.267    1.618   -6.014    0.015
     700  -38.761   -2.284  -23.007   -3.134   -9.988    1.640    8.116   -4.809    2.864   -0.134
     701  -28.348   -9.364  -23.858    0.833   -7.444    1.458   10.979   -2.961   -1.909    2.405
     702  -22.972  -17.037  -20.371   -0.892   -8.550   10.479    4.418   -1.713   -9.531    1.044
     703  -26.328  -16.905  -16.753   -2.550   -7.689    4.581    8.584   -1.902   -9.210   -3.100
     704  -34.179  -10.077  -23.681   -2.323  -11.104    4.158    7.934   -2.287   -4.588    1.214
     705  -22.116  -26.130  -30.387   -0.913   -5.532   -2.303   13.303   -2.880   -8.842    1.687
     706  -19.930  -24.127  -27.735    2.085   -9.142    2.620   11.002   -4.553   -4.936    1.176
     707  -30.053  -13.666  -35.852   -9.798   -8.286    0.323    5.412   -1.044  -10.587   -0.011
     708  -25.935  -20.320  -21.543    2.608   -8.482   -4.002    6.434   -8.078   -4.012    5.340
     709   -9.754  -30.263  -28.475   -0.846   -2.967    1.423    9.164   -3.291  -12.265    6.575
     710  -16.364  -14.729  -27.330    5.866   -3.452   -5.428   12.199   -9.035   -0.623    2.754
     711  -12.842  -18.277  -26.380   -2.254  -12.791    3.176   12.885   -6.035   -6.803    7.222
     712  -18.376  -26.305  -28.057   -0.493   -6.045   -3.796   11.707   -4.627   -3.920    4.669
     713  -21.177  -22.011  -20.048    2.035   -4.489  -10.731   10.579   -2.173   -2.813    5.277
     714  -13.963  -25.242  -16.022    6.189   -0.765  -14.852   17.016   -6.530   -2.777    0.911
     715  -15.497  -23.587  -25.671    7.285   -2.733  -11.170   10.615   -4.520   -3.652    2.926
     716  -15.089  -21.598  -18.408    7.456   -2.248   -4.902   11.508   -4.927  -10.924    2.040
     717   -6.014  -14.133  -16.695    4.544   -6.619   -5.617   23.022  -11.682   -3.233   -1.258
     718  -16.125  -12.591  -14.216    5.432   -7.255   -0.052   14.944   -9.739   -4.367   -3.570
     719  -25.559  -16.035  -27.696   -7.355  -11.194   -6.433   10.267   -3.242   -1.807    1.057
     720  -27.506   -3.961  -29.551    1.934  -12.347   -8.041    6.801   -1.334    1.754    5.318
     721  -38.561    0.394  -29.897   -0.281  -11.031  -10.766   11.390   -1.969    0.159    4.452
     722  -45.338   11.941  -26.573   -7.643  -11.746   -7.746    7.761   -4.482   -1.610   -0.107
     723  -46.881   23.749  -28.837  -13.673  -15.627    0.368    6.279   -3.370   -1.117    0.965
     724  -32.016    8.042  -42.978  -12.328  -13.861   -3.462    8.929   -4.285    2.023    6.166
     725  -36.446   11.186  -46.250  -11.136  -10.363   -3.365    7.751   -8.300    4.628    4.856
     726  -33.114   -8.204  -42.751   -7.362  -12.759    1.883   10.610    0.295   -1.204    4.368
     727  -38.125   12.758  -38.383   -3.982  -12.932    8.832    1.652   -5.269   -1.209    2.182
     728  -41.858   26.554  -29.491   -6.707  -10.647    7.897    3.363   -5.199   -3.616    1.794
     729  -35.687   19.256  -30.243   -6.354  -20.031    3.193    3.999   -7.817    5.076    5.905
     730  -31.090    1.547  -36.120   -6.573  -16.840    0.420    8.994   -1.696   -9.856    5.033
     731  -25.384   -0.314  -36.592   -6.096  -13.233    6.536    8.579   -4.115   -4.557    1.316
     732  -36.491   16.883  -27.074   -6.696  -13.856    3.778    4.307   -2.705   -1.324    4.255
     733  -33.307    9.152  -28.133   -6.555  -15.345    0.147    8.820   -2.431   -3.024    2.332
     734  -30.598   15.821  -36.724  -10.132  -15.354    3.154    4.832   -7.645   -6.001    3.015
     735  -34.291    9.876  -32.872   -0.742   -8.060   -0.756    5.815   -7.151    0.208    2.685
     736  -41.172    3.518  -17.124   -2.372  -13.042    1.444    1.247   -8.388   -4.256   -1.516
     737  -26.756   -8.931  -21.551    0.715   -8.940   -7.506    4.579  -10.680   -0.583    3.521
     738  -21.769  -20.848   -6.571   -3.094  -11.391   -5.488   13.092  -12.833   -8.780   -3.949
     739  -14.521  -16.556  -10.234   -3.662  -12.060   -2.827    3.850   -8.786  -10.598    1.030
     740  -13.387  -19.246  -14.844   -0.611  -11.968   -1.439    8.609  -11.853   -5.759    1.755
     741  -25.369   -3.142   -8.526    6.078   -7.332    1.000    8.246  -14.854   -8.383   -2.774
     742  -11.163  -16.539   -7.135    7.727   -6.149   -5.088   11.985  -14.825   -1.054   -1.045
     743   -6.450   -9.913    0.034   13.484   -5.293   -2.390   10.606  -10.803   -6.451   -3.195
     744  -20.544  -12.814  -14.570   -3.821   -7.205   -1.980    7.286  -10.645   -9.445   -1.377
     745  -16.357  -21.636    1.792    7.621  -11.925  -16.789   15.318  -12.224    1.361   -1.225
     746  -19.235  -15.745  -11.040   -0.512  -13.928   -9.274   20.406   -7.852   -2.604   -3.552
     747  -28.511   -6.748  -16.829    3.525  -11.584   -8.227   14.209  -15.961    5.421    5.058
     748  -18.352  -22.243  -10.366    6.191   -6.653   -6.308   16.073   -5.349   -2.065    1.572
     749  -23.699   -8.935   -9.033    4.622  -10.905   -0.986   15.251   -7.626   -4.641   -0.612
     750  -28.497  -10.042  -13.572   -2.350  -11.845   -2.133   16.660   -7.107   -2.096   -3.632
     751  -34.100   -5.444  -13.674    0.278   -9.848   -8.209   11.670   -5.064   -2.237   -2.899
     752  -30.832   -6.314  -24.553   -1.977  -10.877  -14.227   13.831  -12.170    2.297   -0.024
     753  -32.187   -7.639  -16.352    1.633   -6.607   -8.993   17.881  -10.939   -1.089   -0.280
     754  -29.606   -4.993  -11.223    0.493   -0.694   -3.260   13.367  -13.467   -3.203   -1.881
     755  -36.180  -18.490  -17.502    7.410   -4.389  -10.769   18.362   -5.062   -0.571    0.085
     756  -29.989  -14.906  -32.907    0.051   -6.377   -2.174   18.393   -8.946   -2.174    2.725
     757  -36.069    6.528  -35.207   -0.211   -9.156  -15.228   12.617  -10.706    6.225    1.613
     758  -29.482   -5.823  -25.547   -0.472   -3.979   -7.405   16.784  -14.967    4.293    0.623
     759  -28.199  -11.636  -17.740    4.513   -2.859   -7.295   18.154  -12.980    0.897   -2.015
     760  -33.642   -2.221  -24.654    2.566   -6.138   -4.846   12.530  -11.708    3.076    2.698
     761  -26.789   11.220  -22.302   -0.816   -5.285   -4.361   12.776  -14.679    2.219    0.320
     762  -16.167  -20.630   -5.374   -1.037   -8.889  -14.423   17.040  -15.787    3.282   -2.629
     763  -19.724  -12.947   -3.348    4.186   -6.614  -13.140   23.619  -11.126   -4.168   -3.130
     764  -25.987  -13.885  -10.121    4.413   -8.048   -6.708   19.570   -7.566    1.382   -2.375
     765  -30.650  -12.951  -21.396    3.428   -7.198  -11.057   17.488  -10.759   -2.003   -2.909
     766  -34.274   -6.366  -18.861    1.994   -7.231   -9.765   16.541   -8.411    0.875   -5.405
     767  -24.012  -12.395  -15.902   -6.563   -9.340  -10.030   12.744   -6.879   -4.291   -2.696
     768  -14.571  -17.846  -19.085    6.192   -5.643  -17.046   22.452  -12.397   -0.699   -0.471
     769  -12.415  -19.905   -7.167   -0.534    0.053  -19.949   12.424  -13.536   -5.677   -0.373
     770  -16.042  -18.548   -6.959    4.968   -2.361  -13.337    7.941  -16.906   -5.401    2.658
     771  -16.250  -21.472  -13.144    5.080   -2.637  -18.603   13.960  -16.204    1.885    5.563
     772  -25.655  -12.921  -24.002    2.206   -9.318  -14.816   12.531  -10.433   -0.820    4.799
     773  -21.027  -23.121   -9.082    7.866   -2.458  -22.599   12.799  -10.374   -2.447    2.773
     774  -17.409  -22.209   -3.038    3.850   -3.510  -13.672   17.916  -13.415   -3.638   -2.159
     775  -15.753  -20.647  -14.653    2.900   -4.214  -18.036   21.964  -11.294    3.564   -0.527
     776  -30.365  -15.255  -20.154   -1.222   -4.206  -16.835   18.783   -8.779   -0.337   -0.128
     777  -12.204   -8.191   -7.887    5.733   -5.803  -14.945   17.180  -15.994    4.335   -0.606
     778  -21.026  -31.604  -21.376    8.256    1.817  -17.858   13.142   -5.936   -4.937    3.809
     779  -11.134  -25.701  -19.484    1.921   -2.470  -15.373   12.534   -4.793   -0.962    3.229
     780   -9.261  -17.243  -11.263   13.398    0.652  -12.657   20.217  -14.312    1.070   -0.920
     781  -14.936  -12.910  -16.687    8.291   -2.323  -14.056   16.827  -14.485    0.069    2.825
     782  -20.760  -16.258  -18.731    0.645   -6.279  -11.629   12.895   -8.582   -1.946    2.253
     783  -16.226  -20.064  -19.686    7.394   -2.997   -6.367   19.555   -8.773    3.908    1.670
     784  -17.626  -33.781  -18.258    0.974   -2.707   -9.398   12.404   -2.126   -5.701    2.054
     785   -3.448  -24.495  -13.368    8.433   -1.715  -10.378   18.062  -12.326   -4.338    0.950
     786  -19.737  -18.412  -17.456   -0.374   -6.809   -6.009   16.462   -4.081   -2.265    0.051
     787  -17.982  -23.332  -14.175    4.537   -2.984   -6.000   14.122   -2.023   -2.385    3.509
     788  -22.035  -17.703   -6.205    0.856   -7.205  -12.355   18.882   -4.945   -0.685    0.028
     789  -31.721   -9.498  -15.268    3.869   -4.551  -12.320   12.941   -7.831    0.408    0.339
     790  -22.416  -26.778   -9.005   -2.033   -5.038   -6.825   10.621   -8.576    0.355   -0.520
     791   -8.653  -30.195   -7.773    5.207   -2.027  -17.577   16.604   -7.103   -0.237    1.248
     792  -11.922  -34.428   -9.374    2.563   -1.477  -19.293   17.292   -7.248   -2.119    2.463
     793  -25.411  -12.177   -5.680   -4.672   -7.548  -12.175   18.144  -10.642   -2.823    1.584
     794  -10.137  -23.504    1.252   -0.093   -4.877  -15.848   19.170  -13.842   -1.660    1.720
     795  -13.199  -18.849   -1.523   -4.445   -7.994   -9.343   15.765   -8.737    3.258    4.835
     796  -16.025   -3.686   -7.318   -2.474   -8.813   -4.770   17.966   -9.250   -0.850    3.084
