#Frame      RoG_00005 RoG_00005[Max]
       1      22.5962        45.0588
       2      22.7767        44.9773
       3      22.5967        45.0884
       4      22.6533        46.6178
       5      22.5157        46.2062
       6      22.4826        44.3152
       7      22.7095        46.8948
       8      22.7575        46.9994
       9      22.7907        47.3839
      10      22.7243        48.3837
      11      22.6821        44.4109
      12      22.7709        45.8084
      13      22.7173        46.6895
      14      22.7027        46.0343
      15      22.5939        43.6334
      16      22.5166        43.0810
      17      22.5206        43.3220
      18      22.7333        44.5657
      19      22.4759        43.1618
      20      22.4715        43.9801
      21      22.6181        45.0565
      22      22.7825        43.9088
      23      22.4781        43.5258
      24      22.4148        44.6597
      25      22.4142        44.0461
      26      22.3994        41.5945
      27      22.2257        29.1699
      28      22.4888        42.3798
      29      22.4888        43.0166
      30      22.5642        45.3964
      31      22.2972        42.5823
      32      22.3900        42.3816
      33      22.5135        42.8304
      34      22.3907        42.5422
      35      22.1164        41.6103
      36      22.3480        41.6689
      37      22.1695        41.0662
      38      22.3792        41.2756
      39      22.3416        40.7005
      40      22.2963        42.0596
      41      22.2915        43.4515
      42      22.1503        41.5197
      43      22.2302        42.5460
      44      22.5316        44.5518
      45      22.3765        42.1772
      46      22.3153        43.0695
      47      22.3461        41.5964
      48      22.3585        44.0398
      49      22.4759        43.9001
      50      22.5337        46.3911
      51      22.3544        44.8048
      52      22.4898        44.5709
      53      22.8710        45.4279
      54      22.7397        44.6357
      55      22.6264        44.0113
      56      22.7431        50.1693
      57      22.6205        44.7498
      58      22.5992        44.1724
      59      22.6379        48.7942
      60      22.4588        42.6333
      61      22.5599        42.9743
      62      22.5303        42.8436
      63      22.5727        45.4097
      64      22.4709        41.0449
      65      22.5746        42.1721
      66      22.3745        41.0792
      67      22.4999        29.4431
      68      22.3820        29.5832
      69      22.3314        29.2428
      70      22.4527        29.0772
      71      22.4815        42.9244
      72      22.4200        41.8114
      73      22.5569        43.3749
      74      22.4737        42.7854
      75      22.3894        29.2280
      76      22.6489        44.1696
      77      22.3333        42.0556
      78      22.5392        42.4637
      79      22.5667        42.4568
      80      22.4776        29.3663
      81      22.2377        28.0735
      82      22.3829        28.5641
      83      22.3331        41.2228
      84      22.2165        40.6959
      85      22.3782        41.7728
      86      22.4623        42.9202
      87      22.3979        41.6433
      88      22.3821        45.2985
      89      22.4677        42.6417
      90      22.3762        42.7058
      91      22.5409        44.8896
      92      22.4364        43.1176
      93      22.6061        44.8261
      94      22.5617        45.2430
      95      22.4057        43.9229
      96      22.4754        45.2298
      97      22.4191        44.5492
      98      22.3799        45.6948
      99      22.5551        45.7722
     100      22.3639        45.3138
     101      22.3370        45.5014
     102      22.4119        45.7042
     103      22.4868        45.8516
     104      22.6368        47.5753
     105      22.4830        47.9365
     106      22.4998        48.1070
     107      22.4094        46.6057
     108      22.4977        50.6513
     109      22.4150        46.0951
     110      22.5698        47.9666
     111      22.6073        47.1092
     112      22.6355        48.4962
     113      22.7363        48.0481
     114      22.5838        47.1885
     115      22.5571        46.7275
     116      22.5968        47.5562
     117      22.8197        48.4170
     118      22.6899        48.3063
     119      22.4336        46.8400
     120      22.4236        45.8746
     121      22.3884        46.3546
     122      22.3473        46.6015
     123      22.3696        47.5607
     124      22.3840        46.7508
     125      22.5274        47.4431
     126      22.5257        47.9993
     127      22.6402        47.0557
     128      22.6363        47.5897
     129      22.7352        48.5867
     130      22.4304        47.6043
     131      22.4406        47.6127
     132      22.4596        47.9163
     133      22.4964        47.8490
     134      22.6190        51.5637
     135      22.3707        47.0283
     136      22.6210        51.2753
     137      22.7232        50.7942
     138      22.5980        49.7258
     139      22.6032        45.9236
     140      22.4810        46.1653
     141      22.4355        46.2394
     142      22.6062        47.5014
     143      22.4736        47.1149
     144      22.4544        47.4720
     145      22.4955        46.5115
     146      22.5289        47.4539
     147      22.5302        47.2784
     148      22.6859        47.8696
     149      22.5860        50.6567
     150      22.5240        47.6892
     151      22.5969        51.8723
     152      22.5158        47.8696
     153      22.6345        48.1695
     154      22.5192        47.0391
     155      22.6194        48.0644
     156      22.4660        47.6036
     157      22.4787        48.5561
     158      22.4535        48.1502
     159      22.5027        47.0144
     160      22.6232        47.4576
     161      22.5932        47.6676
     162      22.7177        48.3164
     163      22.4559        47.0564
     164      22.7212        47.9393
     165      22.5602        47.2097
     166      22.6609        48.1816
     167      22.5658        47.4916
     168      22.5023        47.3263
     169      22.8919        48.5384
