#Frame      Mode1    Mode2    Mode3    Mode4    Mode5    Mode6    Mode7    Mode8    Mode9   Mode10
     468   28.593  -19.821   -8.863   14.392   -3.527   -5.288   11.521   -0.044    3.288    0.117
     469   33.516  -42.886    0.924   12.676   -2.101    5.439   10.209   -9.344    8.588   -6.449
     470   31.946  -26.958   -3.687   13.370    4.811    0.213   -0.207  -10.536    5.971   -3.578
     471   31.372  -21.501   -4.464   27.260    1.668  -11.272   -6.504  -12.511    5.507   -6.065
     472   24.812  -28.323   -2.253   22.986   10.013   -0.711    1.512    1.842    5.762   -4.442
     473   40.626  -15.178   -4.401   25.106   -2.567  -10.727    2.415   -9.383    1.889   -3.267
     474   44.995  -11.729   -6.279   29.571   -3.111   -0.625    8.042   -4.399   -2.983   -1.994
     475   17.704  -45.803    3.692    2.960    6.236    6.449    2.655    4.224    4.418    4.903
     476   23.884  -33.016   -2.252   19.884    4.245    1.220    2.384   -7.858    3.955   -5.147
     477   14.323  -33.850   -3.754   13.941    2.801   -6.593   -2.573   -1.293    6.295   -8.626
     478    5.541  -30.301  -12.429   10.789    8.973    1.928    0.972  -11.135    3.816   -6.614
     479    1.879  -24.682  -15.832   18.049    9.101    4.145   -1.634   -5.071    2.957   -2.237
     480   14.836  -39.632   -3.421    8.556    7.550   -1.604    2.423   -4.823    5.034    1.612
     481   19.896  -20.377  -11.744   26.504    2.962   -3.918    3.709   -9.512    4.869  -10.684
     482   -6.794  -17.374  -22.773   28.869    8.634   -2.900    3.011   -9.070    5.225  -11.707
     483  -13.737  -23.671  -21.175    9.083   -1.366   -7.844   11.428   -9.578    3.408  -12.889
     484   20.201  -21.345  -13.221    9.760    9.674    6.750    6.208   -1.766    1.920   -6.693
     485   15.997  -11.121  -17.580   28.201    3.522   -8.711   13.100   -4.059    1.984   -3.469
     486    4.662  -28.696  -11.761   12.454    0.907   -0.251   13.289   -4.303    4.261  -11.818
     487   32.174  -33.751   -1.728   18.604   -1.849    1.078   10.526   -3.480    6.126    0.536
     488   44.334  -35.621    5.463    8.358    6.630  -11.898   -4.425  -12.315   12.811   -6.609
     489   49.300  -44.382   11.260   21.205    4.893   -4.804   -0.735   -2.823    4.400   -4.396
     490   38.391  -36.461    2.088   16.689    9.041   -3.156   -0.502  -10.627    3.723   -4.415
     491   28.006  -28.796   -2.378   34.119   14.246    3.585   -8.408   -6.180    4.587  -14.840
     492   33.301  -31.713    0.165   23.661    1.244   -6.468    5.464   -4.061    1.206  -15.040
     493   18.453  -24.983  -11.619   24.475   18.249    0.513   11.027   -0.603    5.485   -9.367
     494   29.763  -20.331   -9.274   19.891   16.208   -0.996    7.641   -0.957    5.648   -5.026
     495   20.431  -26.130   -9.153   17.406   11.437    0.418    4.913   -3.494    4.691   -5.234
     496   -3.349  -46.018   -6.622   19.524    5.927    0.825    5.374   -6.370    7.406  -16.573
     497    0.591  -39.838   -3.979   11.443    6.622   -0.317    7.908   -1.197    6.851   -1.891
     498   18.659  -38.997   -2.436   16.427    9.566   -3.726    8.468    3.244    4.698   -5.797
     499   -0.767  -28.694  -15.258   22.511    9.070    1.048    1.651   -9.122    5.877   -3.863
     500   11.314  -45.601   -0.314   16.568   11.523   -5.468    7.856    2.568    6.470  -13.726
     501    9.083  -36.975   -6.853   23.876    8.534   -0.692    6.921    0.901    7.274  -12.638
     502   -7.023  -26.649  -18.717   12.032   15.452   -4.590    8.694   -0.987    4.688  -10.721
     503   12.300  -41.018   -7.786   16.670   21.850   -4.652    9.322   -0.992    7.809  -12.532
     504   17.673  -46.338   -1.362   17.032    3.678   -9.484    8.351   -7.726    4.683   -9.799
     505   -5.797  -47.267   -8.319   18.382    9.099   -3.786    5.085   -9.480    5.128  -13.952
     506    1.736  -56.672    1.022   10.915   12.697   -4.169    7.417   -1.969    9.414    1.239
     507   -3.497  -55.346    1.241    8.494   15.465   -4.648   -0.285   -1.234    7.429   -0.386
     508    9.156  -65.422   10.046    3.396    1.682    6.423    4.230   -6.759    8.633   -5.071
     509   31.775  -41.184    5.811   18.076    7.148   -1.623    1.736    0.298    2.546    5.103
     510   12.238  -50.637    1.025    8.229    1.268   -1.579    7.174   -5.222    7.076   -5.398
     511   35.237  -44.946    8.738    5.815    8.246    9.277    2.475   -6.919    8.737    0.076
     512   40.048  -35.557    4.709   12.326    5.187   -4.928    4.851   -7.075    5.893   -0.221
     513   10.725  -50.259    3.742   12.141    1.900   -1.599    8.206    0.684    2.810   -5.218
     514   26.385  -33.828   -1.121    7.269   -0.647   -2.882    8.885    0.091    1.951    0.433
     515   19.542  -35.984   -3.348   15.003   -0.328   -0.011    5.900   -4.734    6.750    2.343
     516   21.680  -27.973   -6.953   18.406    2.378   -6.491    4.144  -10.900    7.603    0.755
     517    1.273  -15.125  -25.692   12.092    6.180   -7.918   11.492  -10.305    7.977   -3.467
     518    0.462  -22.391  -19.655   17.420   13.524   -3.132    3.619   -2.081    6.580    2.842
     519  -17.992  -29.792  -18.482   -3.057   19.952    3.301    1.784   -4.035    7.093   -0.829
     520   -0.598  -29.826  -15.632    7.649    9.354   -2.757   12.525   -8.432   10.416   -4.674
     521    4.371  -24.721  -16.774    3.950   10.787   11.623    8.561   -2.044    2.031    3.895
     522   -4.454  -35.006  -17.847   -2.715    9.735    2.980    8.264   -6.446   13.011    4.389
     523   14.329  -33.373   -5.574   14.491    0.055    5.084    4.511   -2.339   -0.176    3.985
     524    8.825  -47.056   -7.202   14.399    5.351   -4.340    5.831   -7.365   10.638    1.578
     525    5.345  -46.450   -1.568    1.182    7.015   -7.359   -2.495   -8.044    3.505   -1.275
     526    1.182  -37.193   -9.638    2.792    8.100    6.504    2.337    1.220    1.103    2.863
     527   -2.193  -49.891   -3.466   -4.516   13.668   -0.867    2.510    4.479    7.835    8.587
     528    4.741  -49.146   -0.683   -4.300    1.838    4.757    0.646    3.186    5.338    2.084
     529   11.668  -50.560    0.380    5.122    1.053   -0.837    4.179   -2.501    6.531   -4.481
     530   17.619  -39.978   -7.144    3.295    1.762   -9.862    3.831   -5.029    5.408    3.559
     531   21.256  -29.709   -4.812    4.823    7.463   -3.352   -7.376  -10.957    5.427    9.713
     532   30.451  -29.591  -10.155    5.638    2.705   -5.577    6.196   -8.518    4.743    3.316
     533   27.920  -42.535    0.698    9.755    4.320   -3.787    1.711   -8.830    4.084    0.792
     534    8.826  -47.492   -6.566   11.111   10.760    5.858    4.810   -6.011    9.031    1.696
     535    1.608  -40.234  -13.218   10.566   -0.846   -3.241   16.247  -11.088    8.144   -7.077
     536   -0.068  -47.980  -12.454   -7.939   11.034   -5.328    5.566  -10.425    9.945   -6.764
     537  -13.937  -63.682   -5.216   -6.774   10.475   -2.955   -0.343   -0.571   14.209   -2.777
     538  -21.755  -54.368  -16.685   -5.813   21.219   -8.862    2.423   -1.249   14.491    5.261
     539  -10.157  -43.129  -12.062    1.249   13.831    0.369    5.914   -0.775    3.645   -2.275
     540  -19.272  -48.305  -13.711   -2.858    8.958   -1.716    3.507    0.209   10.719   -3.198
     541   -4.919  -43.067  -11.592   -8.494    8.098    2.889    5.431   -9.097    8.074    0.869
     542    2.218  -43.880  -11.177   -3.156    7.779   -9.007    5.515   -5.708   13.699   -2.463
     543   19.062  -33.166   -7.135    4.595   18.526   -9.067   -0.063   -8.966    0.730   -7.407
     544   14.543  -42.689    2.628    9.236   13.511    5.637   -4.665   -0.120    4.908    0.833
     545    4.333  -53.122   -0.525   -6.606   10.309  -11.323   -6.251   -0.987    3.267    2.202
     546   19.575  -37.303  -10.401    9.270    1.590  -14.542    6.941   -5.300    4.928    0.196
     547   25.234  -35.895   -9.516    9.231   -1.042   -4.076    7.683  -12.379    7.342   -2.052
     548    1.674  -41.414   -9.057   10.576    6.517   -6.520    3.445   -5.326    7.313   -3.076
     549   -4.085  -51.554   -6.911    2.217    1.252   -6.704    6.461    0.901    7.767   -5.842
     550    8.571  -50.253   -0.404    0.486   -8.475  -16.311    5.772   -7.913   11.596   -9.559
     551    0.849  -68.395    4.606    3.335   -5.087   -5.009    5.554   -1.593    8.124   -2.953
     552   -1.541  -53.440   -6.609   -2.132    7.071   -4.651   16.726   -4.284   16.300   -1.989
     553   10.846  -45.012   -0.694    2.875   -0.558    2.699    7.181    0.724    5.807    3.137
     554   -9.658  -45.129   -9.183    8.469    2.453   -6.750   14.963    9.672    5.625    2.540
     555   -7.491  -54.570   -2.752    2.853   12.429  -12.481    6.496   -2.543    8.501   -6.099
     556   -4.197  -40.469  -11.149   19.280   13.863   -6.755    1.074    0.125    9.388   -7.436
     557   22.254  -42.241    3.363   24.066    0.996    3.105   -7.754    0.672    3.188   -0.990
     558   14.400  -62.010   11.879   10.117   -1.084    1.308   -1.163    6.779    6.489    5.522
     559  -13.333  -48.959   -9.266    8.788    8.579   -1.218   -1.228   -4.156    6.577   -7.375
     560    1.921  -60.694    5.883   -1.231    4.182    3.781    8.446    1.707    5.187   -6.952
     561   -6.064  -47.569   -7.171    7.871   -5.722    2.617    5.010   -4.142   10.159   -1.535
     562  -22.471  -49.152  -10.681    4.833   -3.682    1.855    4.880    0.187    4.938   -2.986
     563  -26.576  -63.693   -4.400    2.698   -0.692    1.789    4.273    1.583    6.127   -6.601
     564  -20.335  -37.076  -16.831   16.062    8.212   -3.461    7.271    4.541    3.327   -1.023
     565  -20.792  -41.152  -20.034   13.089   -0.414   -0.516    6.650   -1.719    7.923    6.576
     566  -13.640  -47.031   -9.833   12.165    4.081   -1.152    5.324    4.438    2.379    2.664
     567  -12.764  -35.396  -15.558   -3.554    8.126    4.004   10.389    0.701    4.814   -6.592
     568  -26.648  -50.073  -12.899    5.030    8.917   -1.143   10.553   -2.736    9.515  -10.068
     569   -1.659  -23.303  -19.769    5.259    5.814   -3.573    5.886   -3.405    4.125   -9.633
     570   -5.541  -13.783  -18.395    6.480   14.001    6.560    9.688    5.187   -0.302   -2.440
     571   16.419  -15.288   -8.453   14.153   10.342    5.079    4.534   -4.585    1.841   -7.460
     572   17.220  -25.451   -9.526  -10.596    5.792   -4.561    3.418   -5.767    5.580   -2.114
     573   13.039  -24.718   -3.192    2.358    9.889   -3.213   -6.775   -0.564   -2.606   -0.636
     574   26.286  -33.436    0.636    4.805    5.448   -3.236    4.498    4.518    3.358   -7.071
     575   15.670  -39.300   -5.872    4.042    0.126   -1.140    6.582   -2.994    9.225   -3.233
     576   10.455  -39.175   -1.997    6.532   -0.256   -8.466    9.827   -4.600    6.136   -5.133
     577  -13.662  -39.332  -12.179    2.601    9.557   -2.562    8.234   -0.467    5.918  -10.628
     578    2.748  -43.032   -5.632    3.482   10.531    5.432   -0.268    1.366    6.584   -9.229
     579    3.407  -32.465  -14.648    7.610   18.553   -5.196    9.007    8.968    4.700   -1.701
     580    8.201  -29.500  -16.039    9.821    2.124    1.326    9.569   -1.276    3.384  -11.455
     581   -0.443  -35.938   -9.805   16.987    1.694   -1.029    5.425    4.816    2.501   -6.495
     582   11.203  -19.488  -18.172   23.308    6.571   -4.894    8.477    1.102   -1.676   -1.179
     583   10.949  -36.276   -9.899   10.041   11.039  -14.103   -3.245    2.055    6.048   -8.056
     584    9.213  -44.374   -4.858    2.827   -2.667   -4.555   12.677    3.740    3.663    1.282
     585    6.818  -45.938   -1.477    7.146   -4.418    1.793    5.718    7.154    4.202   -6.540
     586   -2.510  -25.176  -15.301    9.434   -0.185   -2.653   10.302    6.419    7.725   -4.749
     587   -3.426  -30.343  -16.128   10.619   -3.940    1.022   10.665   -1.014    4.961   -5.917
     588   19.036  -33.953   -6.958    2.805   -2.273   -1.497    6.094    7.772   -3.463   -1.123
     589   13.482  -43.038    2.152   10.542  -10.905    8.623    7.022    4.101   -0.077   -0.894
     590    2.498  -47.933   -4.353    2.471   -6.347   -1.979   13.903    4.862    5.743   -1.941
     591   24.891  -35.719    0.662    5.203    4.113   -1.391   -8.310   -0.948    2.729    2.369
     592   26.793  -46.196    6.169    9.607    1.775  -14.250   -2.790    4.445    2.954   -3.436
     593   -0.994  -42.004  -10.414    8.569    0.830   -3.198   -1.591    5.206    5.161    3.707
     594    4.153  -48.423   -0.351    8.048   20.520   -6.486   -3.331    2.292    7.072   -9.410
     595    1.346  -34.164  -16.372    3.603    6.103    6.797   11.250    4.791    1.179   -1.691
     596    3.499  -40.545   -4.866   12.620   -2.818    1.260    7.025    5.878    4.896   -2.245
     597    9.317  -36.181   -7.955   10.247   -0.056   -0.061    2.745   -0.255    2.474    2.398
     598    3.360  -18.965  -18.272   13.467    8.207    6.960   -6.646    0.244    5.066   -3.581
     599   -5.220  -19.460  -22.074   12.847    7.110   11.212    3.885    0.952    5.362   -2.328
     600   14.785  -22.822  -15.094   13.819   10.291    8.838    5.050    0.199    2.822   -6.310
     601   17.324  -22.752  -13.547   16.865   -1.069   -4.729    7.305   -0.917    6.861    2.243
     602    6.527  -31.821   -5.296   22.870   -9.233    4.073   -1.006    4.227    2.671   -5.624
     603    2.268  -21.614  -13.731   22.445   -2.982    3.819    1.382    7.869    2.431    0.304
     604    9.040  -38.039   -9.270    6.936    0.788    0.298   -2.181   -2.297   11.263   -4.803
     605   -4.884  -52.575   -8.331    1.943    5.708    7.981   -2.925   -3.180   15.385    2.356
     606   21.310  -43.297   -3.602    7.157   14.090    5.519    3.522   -3.437    8.319   -7.576
     607   14.581  -33.266   -8.246   18.983    7.240   -7.757   -1.405    0.277    9.546   -8.591
     608    8.303  -33.989   -8.910    5.469   11.126    2.587    6.244   10.666    5.586    7.032
     609   -2.375  -44.747   -4.634   13.730   10.518    7.879    2.586    0.498    8.813   -3.492
     610   -3.906  -26.186  -13.328   13.810   12.626    6.084   -2.649    8.534    1.621   -1.840
     611   27.704  -31.689    1.503   11.887   10.051    4.815   -2.522    0.991    1.424   -1.088
     612   31.630  -33.284   -0.281   15.916    6.063   -2.694    9.718    2.004    2.861    0.381
     613   18.812  -49.723    6.378    6.298   15.297   -3.860   -3.129    5.007   -1.044   -0.010
     614   17.430  -41.740    1.710   14.470    6.632   -3.023   -5.070   -4.441    4.522   -5.660
     615   18.933  -56.887   12.033    3.322   14.190   -1.283   -2.868    8.089    4.466   -0.245
     616   12.646  -41.777   -0.526   -1.269   10.943    2.867    0.800    1.739    1.199    1.298
     617   24.544  -38.717    0.491    7.301   10.711    0.307   -1.297    0.974    1.596   -0.875
     618   18.174  -27.614   -5.780    8.721    5.966   -6.705    7.116    3.181    5.283   -5.457
     619   33.130  -48.802   15.133    8.257   -4.416   -8.564   -1.921    2.842    2.696   -2.178
     620   27.626  -47.367    3.964    0.807    4.182   -9.815    6.032    2.879    6.498    2.763
     621   20.414  -53.604   10.291   15.839    2.276   -4.169    6.395    0.599    5.608   -3.795
     622   30.651  -47.013    6.554    4.896    3.801    2.245    4.921    1.202   -0.842   -1.447
     623   15.299  -48.162   -0.128   13.697    7.867   -4.205   13.563    5.893    7.613   -1.597
     624   26.663  -26.115   -7.739   18.639    6.243   -1.804    8.417    2.127    3.975   -1.558
     625   17.975  -25.927   -9.806   12.609   12.202   -0.641    5.943    3.027    3.059    2.989
     626    6.139  -42.325   -9.615    7.101    7.687    1.975    8.476   -2.587    9.268    1.683
     627  -16.430  -41.580  -17.620   12.761    1.127    3.759   15.223   -1.379    3.805   -3.257
     628    3.232  -47.422   -2.721   14.379    6.638   -0.520    6.055    0.527    6.422   -6.229
     629   12.966  -46.229   -6.170    1.572    8.048   -2.450    1.040   -7.978    4.603   -4.267
     630    6.271  -46.278   -3.450    2.452    4.240    3.945    7.471    2.041    3.082   -3.445
     631   -8.482  -61.291   -5.761    1.423    4.154   -0.290    7.108   -0.348    6.198   -7.545
     632   -2.880  -63.940    3.582    2.945    1.423    6.391    5.313    2.507    7.707   -3.565
     633    3.444  -51.520   -1.133   15.989    4.457   -4.273   -2.750   -1.230   10.206   -2.828
     634   11.650  -42.921   -6.637    6.830   18.333   -7.664    5.117   -1.371    4.845   -5.912
     635   17.465  -47.475    0.919    1.503   11.596   -2.379   10.277   11.061    6.912   -2.460
     636   18.476  -41.931   -3.247   14.729   13.144   -8.954    4.779    7.971    7.272   -5.030
     637   13.128  -39.168   -6.413    8.624   15.580   -0.418    1.056   -4.042    2.087   -5.392
     638   26.767  -42.795    0.648    7.582   11.226   -5.118    9.691    3.093    2.084   -1.198
     639   11.287  -52.127   -4.692   14.163   12.725  -13.359    7.601    1.652    6.986    0.615
     640   11.810  -42.147   -6.640    6.563    7.094   -9.369    5.963   -4.816    3.136    2.876
     641   15.199  -32.880   -1.848   15.269   10.207   -4.308   -9.073    0.172   -0.562    2.430
     642   32.433  -44.786    9.133    8.941    4.000   -4.834   -4.429   -4.524    5.504   -2.824
     643   34.638  -53.650   15.508    5.783   -7.274    1.188    7.310    4.274   -0.651   -6.344
     644   21.958  -42.372    8.434    5.302    1.203   -9.130    1.465    8.428   -1.275    1.452
     645   26.668  -40.182   -1.138    8.365    9.164   -8.776    5.436    2.387   -1.151    2.098
     646   40.678  -35.687    2.335   13.767   11.064   -8.894   -5.994   -2.232    2.831    4.522
     647   29.468  -32.970   -2.259   16.261    3.808  -11.237    4.022   -0.352    5.416    1.899
     648   11.434  -45.230   -1.293   -2.231   16.787  -16.751    1.422    3.238    9.408    0.523
     649   14.699  -39.388    0.197   13.419    9.171   -5.419    2.019    2.843    2.527   -5.250
     650   14.866  -25.904  -10.041   14.694    4.923    0.180    6.897    4.830    4.488    1.914
     651   19.917  -58.964    9.152    8.640   -6.708   -4.571    5.172    2.653    9.009   -1.168
     652   10.110  -51.381    6.044    6.899    3.453   -3.149    5.290   10.771    6.549   -1.001
     653   17.723  -40.630    3.592   27.186   -9.962   -5.158    2.925    3.197    6.544    3.143
     654   27.316  -36.400    2.424   16.319    1.132    1.752    3.366   11.462   10.803    2.346
     655   13.932  -36.883   -5.244   18.846   -0.001   -5.522   11.947    6.066    9.572   -3.063
     656    0.237  -51.751   -6.689    8.967    2.068   -4.369    5.595    0.125   10.488   -1.863
     657  -17.741  -43.850   -8.842    2.632   16.473   -4.308    5.088   12.887    2.194    2.220
     658  -13.813  -44.952  -13.296    1.548   11.981    1.474    1.609    4.512   12.232   -8.494
     659  -21.733  -45.008  -17.630   -4.768    8.671    2.025    7.137    4.221   14.107   -3.739
     660  -21.708  -52.372   -4.129   11.313   -9.082   -1.755    1.960    4.911    9.155   -9.025
     661  -15.906  -29.143  -20.233    9.833    1.029   -5.374    6.514   -2.055    6.642   -7.914
     662    2.613  -31.720  -12.377   16.995   -5.808   -0.157    6.228   -4.038    9.699    0.882
     663   -1.300  -49.287   -3.889  -14.411    4.564    8.698    8.351    7.884    9.856   -4.557
     664  -19.650  -63.308   -1.085    5.733    0.294    3.043    2.842    7.268    9.167   -3.025
     665    4.468  -58.443    7.308    1.912   12.973    1.932   -6.841    1.772    7.358   -2.963
     666   25.969  -54.756    8.019    0.728    5.755   -5.162    4.832    0.435    8.798   -9.703
     667    5.661  -57.542    6.043    6.545    7.938   -3.745    1.063    4.215    8.947    1.285
     668   14.185  -47.102    4.224    0.109   12.449   -5.003    4.365    2.719    5.849   -3.307
     669   11.770  -59.372   11.962   -3.425   11.873    0.014    3.583   14.704    7.802   -2.168
     670   28.444  -41.359    6.176    0.769    9.559   -4.855    0.687    6.512    3.074   -1.905
     671   17.524  -42.638   -0.993    2.535   12.813    5.721    3.249   -3.365    8.570   -3.406
     672    9.409  -46.670    2.233   -1.848   16.425    2.184    1.883   11.967   13.932  -10.983
     673   43.050  -30.754    3.064   -1.606    8.919   -0.527    5.371    6.048    2.814   -0.706
     674   37.385  -39.655    4.696   -2.734    4.820    1.149    1.326    0.253    6.223   -0.197
     675   20.020  -39.975    3.029   10.716    1.152    1.906    7.328   12.617    5.443    0.377
     676   26.715  -42.401    0.900   11.493    2.531    7.472    4.454    5.569    5.804   -0.361
     677   22.812  -34.711   -2.358   11.550   12.610   -1.276   -2.282    1.042    2.666   -3.629
     678   33.808  -23.832   -5.664   22.352    1.916    0.399    4.033    1.351    5.401   -6.348
     679   26.369  -44.893    5.784    8.170   12.342   -9.294    4.374    7.123    8.286   -4.990
     680    5.671  -45.663    1.012    8.216   13.247   -3.116    3.925    7.690   13.393   -3.666
     681   -0.688  -45.409    0.042    2.458    0.449   -7.424    6.495    7.399    8.837   -0.208
     682   18.963  -51.254    1.435  -11.442   10.580   -6.196    7.529    0.194    9.091   -6.829
     683    5.826  -51.179    5.769   -0.809    2.264    1.572   10.352    3.946    5.742   -7.017
     684   -4.752  -31.573  -13.854    1.391   12.921    2.239    5.903    2.720   -3.365   -5.168
     685    8.562  -28.113  -10.334    8.472   11.474   -5.805   -6.197    4.660   -1.108    0.886
     686    0.955  -42.616   -1.343    8.527    3.170    3.414    4.279    5.481   -0.415   -7.704
     687   -3.134  -31.186  -12.200    6.651   17.903    0.269   -5.873    1.289   -0.054   -7.531
     688   18.122  -38.398    2.194   21.296   10.922   -7.024    2.602   16.067    2.224   -1.683
     689   11.117  -49.444    5.890   -1.802    0.850   -7.486   10.710    6.520    4.422   -7.229
     690   18.247  -31.495    0.872   21.978    2.056   -6.680    4.394    8.427    1.289   -4.836
     691   16.084  -10.834  -14.317   10.552    5.843   -1.551    1.765    3.222    2.475  -13.992
     692   29.801  -24.661   -2.507   12.930   10.896   -1.198   -2.243    1.496    6.323   -2.749
     693   21.023  -30.365   -3.436   11.629    3.931    1.906   -1.303    4.026    5.809   -5.086
     694   27.920  -30.242   -4.094   24.231   -1.174   -5.254   -1.867    3.571    2.245   -4.431
     695   27.130  -33.963    0.843   10.929    4.050    2.479   -0.699    4.537    5.125    0.840
     696   10.455  -50.616    6.427    7.418    7.359   -4.624   -2.095   11.511   11.007    1.161
     697   12.778  -38.278   -2.698   16.790    0.031   -1.532   -2.781    0.467   10.550   -0.349
     698   17.090  -60.838   12.520   -2.473    7.405  -10.291   -2.539   12.823    6.913   -0.075
     699   15.119  -44.503    4.731    4.586   11.239    5.818    0.675   18.663    3.743    3.752
     700   -4.354  -41.146   -7.064    9.065   -5.406   -2.283   -1.692    5.021    6.500    0.920
     701  -20.987  -33.402  -13.978    1.185    3.263    9.886    0.518    7.130    3.907    4.550
     702   -0.526  -26.757  -15.776   18.007   -1.286    1.281    0.109    1.029    1.874    5.996
     703    2.993  -17.042  -19.469   15.921   13.009   -2.232   -1.345   -0.614    3.715   -0.100
     704   19.795  -24.961   -5.471    7.058    6.741   10.355   -4.972   -3.857    1.555   -2.344
     705   16.408  -35.613   -3.543    4.676   -1.963    1.627   -8.244  -12.855    5.214   -5.033
     706   -9.875  -28.345  -13.207    1.133    3.645    2.856   -1.887   -3.327    4.198   -4.017
     707   12.374  -34.240   -7.617    0.552    4.176    1.995   -1.814   -6.542    9.520   -3.556
     708   10.322  -28.141  -10.437   10.548    4.793    0.165   -5.064   -5.867    4.174   -2.325
     709   -3.712  -17.427  -18.030    8.249   17.127    8.280   -6.702   -1.415    2.127    0.274
     710    8.434  -27.551   -6.455   11.781   -3.029    3.350   -2.793    0.060   -2.352   -3.892
     711   -6.354  -37.563  -11.489    1.524   11.457    5.335   -5.798   -0.484    6.241   -0.207
     712   -0.509  -41.276   -8.580   -1.034    3.623    3.720    1.187   -3.221    5.885    0.103
     713   -3.046  -41.629   -4.946    6.605    0.702    6.424   -1.759   -2.666    3.308   -1.120
     714  -10.406  -35.826  -10.876    3.930    7.407   10.710   -1.152    3.357    1.735   -7.723
     715   -0.636  -23.031  -18.830    2.603   10.851    4.005    5.531   -4.654    0.633   -1.682
     716   -2.585  -30.616  -11.481   14.265    2.766    3.708   -7.777   -4.676    5.466   -5.207
     717   24.463  -29.498   -8.984    7.422    3.458    2.324    1.566  -10.173    4.653   -6.623
     718    0.936   -7.405  -20.617   13.495    7.763    9.530    1.234    3.491   -6.448   -6.785
     719  -25.051  -14.662  -29.473    8.724    6.850    4.139    9.382   -2.748    2.293   -7.758
     720  -26.480  -19.014  -29.427    6.973    0.799    2.130   10.362   -3.180    5.385   -6.282
     721    2.701  -23.510  -15.291    5.445    5.447    0.869   -8.818   -5.694    5.689    3.927
     722   -0.570  -36.750  -11.138   -2.600    3.974    5.249    2.654   -0.627    3.709   -9.278
     723  -10.689  -48.444  -10.177  -15.097    4.136    2.584    4.526   -8.152    4.541   -6.839
     724   -3.396  -39.857  -10.190   -1.648    0.391    4.882    7.037    1.705    4.211    0.289
     725   -5.519  -37.549  -10.234   -1.138    5.155    4.386    7.745    4.228    3.145    0.796
     726    9.956  -35.457   -5.164    0.476   -4.557    1.655   -0.410   -3.507    9.099    0.579
     727    9.904  -25.162  -19.338    7.875    4.364    7.591    1.198   -9.493    2.506    2.727
     728   -3.140  -34.692   -9.532    5.242   -3.878    7.570   -4.919   -4.492    5.216    2.695
     729    7.551  -25.384  -13.801    5.366    2.357    4.624    4.170   -8.189    3.272    1.640
     730   15.040   -3.487  -23.488    8.753    3.472    3.313    1.315   -9.417    7.127    4.689
     731   13.401  -13.023  -17.919    9.813    8.102    4.633   -1.250   -9.183    3.624    6.223
     732   -4.174  -35.521  -12.578    8.887    6.065   -2.719   -5.304   -8.229   14.482   -3.363
     733   -1.222  -43.684   -3.999   14.057   -4.874    5.886   -3.432    2.162    3.128   -0.093
     734    3.812  -43.970   -0.969    7.814   -0.384    3.711   -2.710   -5.188   10.823   -9.405
     735   11.845  -17.480  -18.741   10.971    7.952   -4.519    5.730   -2.142    3.061   -3.243
     736   14.890  -33.673   -7.758    3.400    8.677    0.507    2.898    1.636    8.270   -3.462
     737   -2.948  -32.963   -8.144    7.151    4.416    1.022    3.255    6.523    5.393   -2.233
     738   35.002  -13.159   -9.063   24.362    0.870    6.404   -1.444   -6.505    3.259   -4.702
     739   13.906  -38.162   -0.389    5.935    8.074    8.808   -1.499    4.901    7.878   -2.206
     740   47.382  -36.974    8.237    2.805    0.743    1.542    0.969  -10.178    7.742   -6.544
     741   54.341  -44.619   15.147   10.568   -5.873    5.291    4.126    3.080    8.968   -0.230
     742   45.200  -22.905    2.163   20.348   -0.250   -1.158    5.750   10.400    1.635    0.455
     743   43.373  -20.886   -0.194   12.256    4.628    5.148    2.224    3.184    5.443    2.753
     744   32.793  -28.723   -1.425    9.541   11.810    7.817   -3.788   -2.016    0.205   -4.571
     745    4.617  -33.778   -2.653    3.799   -0.001    1.879    4.508    7.740    0.713    1.127
     746    9.497  -30.283   -2.743    5.812   -2.179    3.550    2.353    3.401    1.487   -9.314
     747   16.198  -20.963   -8.167   10.334   -2.442    6.006   -4.323   -8.905    8.581    1.455
     748   10.746  -17.005  -11.938    7.849    5.143   -2.712   -6.495   -5.567   10.433   -2.308
     749    4.214  -42.406   -7.580   -2.347    5.147   -0.432    3.317   -3.252    9.783   -6.339
     750   13.831  -31.330   -3.595    4.929    8.883    4.650   -8.068    0.122    9.983    7.135
     751   18.723  -33.747    1.918    3.281    2.462   -7.306   -2.411    2.793   -1.287   -3.945
     752   17.026  -38.921    4.741   -0.716   10.442    0.518   -7.228    4.058   10.814    0.390
     753    6.924  -34.910   -7.762    0.770    7.710    0.504   -5.246   -3.300    3.232   -8.569
     754   27.083  -34.666    3.133    6.997    5.864    8.411   -7.090   -5.744    5.360   -0.435
     755   20.671  -25.648   -1.217    8.211   13.111    5.940   -9.941    1.777    4.847   -1.828
     756   22.811  -22.760   -3.831   10.671    2.292   -2.279   -7.929   -4.475    8.514    2.632
     757   11.544  -33.257    0.306    3.236   -1.799    5.027   -4.563   -3.865    5.470   -5.101
     758   25.329  -27.366   -0.085    6.546    0.936    9.903   -4.648    0.575    4.515    4.590
     759   11.721  -31.106   -2.513    3.469   -0.565   13.864   -7.291    5.583    1.603    5.061
     760   34.057  -41.786   11.573   -0.006    3.811    2.367    0.214    7.485    0.939   -0.629
     761   25.592  -36.651    3.575    6.593    2.289   10.489   -4.748    4.994    4.238    1.777
