#Frame      Mode1    Mode2    Mode3    Mode4    Mode5    Mode6    Mode7    Mode8    Mode9   Mode10
    1710   30.503   28.763  -14.472   -0.376    5.675    4.744   -9.106    7.993   -7.039    4.524
    1711   37.708   11.598   -8.941  -12.065   -2.852    9.295  -10.439   11.641  -11.745   -3.422
    1712   42.004    9.401   -6.793   -9.153   -0.502    6.855   -7.393    5.440   -2.154   -1.070
    1713   46.465   11.756   -2.259   -9.048   -2.617    3.545  -10.219   11.530   -2.865   -0.457
    1714   65.809   12.378    7.556   -1.177  -12.204    1.977  -10.102    4.298   -5.588   -1.257
    1715   76.450   11.150    4.714    0.568  -20.912    5.143   -4.548   -3.434   -7.947   -1.262
    1716   68.517   14.283   -5.148   -2.519  -16.389    3.286    1.191    1.953   -1.331   -1.001
    1717   64.460   22.242   -7.687    1.495  -20.897    3.241   -1.634    2.805   -5.118   -3.255
    1718   63.283   16.333    0.687   -3.802  -13.266    8.769   -5.126    7.609   -6.070    2.500
    1719   52.583    8.233    2.103   -3.543  -15.194   -0.535    1.236   16.675   -2.691    2.612
    1720   39.933    8.078   -5.493   -4.249  -27.668    4.046   -2.418    3.533    2.782   -3.200
    1721   29.862    7.511   -5.989  -10.285  -13.767    1.243   -4.383   12.381   -0.595   -2.684
    1722   30.104   -3.124   -0.607  -14.546   -7.496    5.328   -2.944   11.792    2.126   -3.892
    1723   50.395    8.665    2.576    3.381  -13.027    2.688   -7.163   13.735   -7.271    3.213
    1724   40.125    6.789   -2.179  -13.193   -7.513    3.391   -1.115   17.119   -4.258   -0.477
    1725   29.848    4.964  -12.196  -13.210   -0.077   -3.742   -3.898    8.340   -4.857   -8.255
    1726   30.455   -7.512   -1.112  -19.989   -3.623   -7.821   -1.790   19.855   -5.204   -2.730
    1727   46.873   -4.958    0.596   -9.662   -3.978    4.750   -3.608    9.248   -6.169   -1.180
    1728   35.142    2.380   -3.954  -18.213   -9.294    4.183   -4.630   14.274    2.406    3.339
    1729   30.315   -4.255    0.999  -26.728  -11.007    4.605   -3.138   16.567    0.311    3.091
    1730   23.198   -8.009   -0.390  -21.419    3.793    6.569   -6.472    9.345   -3.872   -3.299
    1731   22.307  -11.352   -4.269  -27.144   -4.334    9.569   -1.711    0.203   -1.010    0.256
    1732   15.457  -10.903   -7.920  -23.166    0.482   -1.009    1.099   14.214   -3.036    0.751
    1733   44.316   -6.212    5.050  -21.414    3.715    8.683   -2.371   14.938    1.018   -1.223
    1734   62.403   -3.179    8.171  -15.140   -3.921   -0.684  -10.681    5.733   -2.209    1.735
    1735   72.119    1.890   12.798   -7.172   -6.135   -2.999  -15.264    5.357   -5.193    0.032
    1736   50.680   -3.413    7.336   -7.635   -2.026    6.620   -7.363   17.388   -7.398   -0.259
    1737   36.921   13.017   -4.494  -13.535   -3.023   10.838   -3.413   17.513   -5.780    4.896
    1738   32.792    9.998   -5.539  -14.075    0.884    2.290  -10.340    7.602   -5.913    0.995
    1739   22.026   11.481   -7.683  -10.224   -0.390    9.393   -3.668   13.437   -5.362    4.310
    1740   20.841    5.174   -7.744   -3.894   -2.902    5.372   -4.647    2.979   -2.070   -4.969
    1741   -6.057   -9.671  -10.099  -10.433    5.694   11.352   -1.130   15.224   -4.240   -0.092
    1742   22.583   13.411   -9.427   -0.977    2.270    5.653   -7.582    3.672   -6.749   -0.876
    1743   24.195   -2.365   -6.904  -11.729    7.007    3.004  -11.781   10.262    1.057    1.368
    1744   43.213   10.324   -2.469   -7.880    0.551    1.509  -12.130    3.270   -0.750   -2.444
    1745   46.143    9.452    1.314   -7.986    2.678    5.280  -15.502    0.611   -2.702   -1.351
    1746   29.264    2.430   -1.511  -24.042    8.876    5.663  -12.904    9.917   -1.253    3.052
    1747   11.342   -8.109   -4.749  -18.153   -0.486    1.386   -3.835   10.457    0.084   -7.555
    1748    3.511   -7.108  -10.103  -32.652   -8.801   -5.476   -3.346   -1.514    2.160   -5.693
    1749   23.390    9.387   -9.544   -7.502   -1.311    5.757   -2.732    3.085   -0.103   -2.047
    1750   -2.588    1.126  -20.177  -27.660    8.568   -0.951   -3.891    1.500    0.557   -3.809
    1751    9.655   -2.834  -11.053  -11.215    1.588   -0.730  -10.512    0.473    4.733   -2.852
    1752   10.525   -3.722   -4.678  -29.901    3.934    2.145   -0.525   10.023   -0.255    4.494
    1753   13.891    6.891  -11.761  -17.975   -1.979   -9.516   -3.128   -3.133   -0.750   -2.162
    1754   20.670   10.188  -20.521  -21.842    4.482   -0.742   -2.963   -4.382    3.003   -2.597
    1755   38.786  -26.277    5.021  -20.983   -5.630    5.246   -0.182   -0.415    6.541   -0.149
    1756   20.251    2.643  -12.941  -17.173   -1.652    4.354    3.466    2.539   -1.815   -5.073
    1757   24.922    9.721  -12.567   -3.731   -0.388    9.848   -4.588    3.243   -6.057   -5.176
    1758    6.155    9.749  -14.404   -7.727   -5.128    8.335   -4.766    9.697   -2.047    5.431
    1759   -9.292    9.901  -32.064  -14.656   -0.716    4.747    7.868    4.368   -2.128  -12.315
    1760   -9.383   18.172  -31.240  -15.835    4.776    6.545    1.389    0.779   -4.882   -3.589
    1761   -5.145    5.933  -17.665   -7.524   -6.314   10.651   -2.838    5.904   -1.532   -9.545
    1762   18.412   -2.991  -10.689  -14.415  -13.174    9.700    6.462    3.008   -0.513  -10.890
    1763   26.901   13.999  -16.990   -5.990  -10.414    2.753    1.414    3.393   -7.669   -8.336
    1764   -0.746    4.723  -20.740   -2.915   -6.073    4.674   -2.969   -3.089    1.858   -6.259
    1765   17.458  -24.510    6.310  -15.254   -7.937    3.788   -7.878   -0.670    2.246  -11.543
    1766   16.403   -2.085   -3.747   -3.740   -7.023    2.628  -10.975   -0.155   -4.416  -11.675
    1767    2.438   -8.853   -4.358  -15.611   -3.895   12.836  -12.880   -3.393   -0.447   -3.344
    1768   15.484    5.163   -9.871   -4.559  -14.328    5.198   -2.940   -1.566    4.617   -8.083
    1769   27.899  -12.722   10.721   -4.495  -10.550   10.297   -9.455   -0.936    0.450   -3.703
    1770   22.427   -9.900    7.468  -10.360   -6.897   11.464   -9.245   12.110   -0.713   -2.565
    1771   19.616  -11.419    3.696    5.109   -7.137   21.246  -10.287    3.015   -1.169   -6.216
    1772   29.637   -4.319    3.559   -5.600  -10.733   14.069   -6.012    2.408    0.091   -4.819
    1773   29.952   -1.476   -2.191   -0.297  -11.315   14.251   -9.838   -3.215    2.590   -7.469
    1774   37.939   -5.455    2.315   -6.053  -21.683   10.510   -4.428   -4.702    3.694   -8.529
    1775   20.930  -15.428    2.265  -15.166  -16.949   14.387   -3.293    0.861    2.158   -4.398
    1776   -3.412  -32.725    4.534  -21.062  -13.801    7.240   -0.126    2.955    9.408   -7.312
    1777   17.489  -33.975    9.960  -10.476  -16.378   10.158   -1.944   -0.222   12.266  -11.846
    1778    3.257  -13.994   -4.975  -15.041   -8.900    8.773    0.927   -0.875    8.875  -11.935
    1779   -2.698  -15.089   -3.114  -15.226  -10.081    2.616    5.027    6.203    6.988  -17.314
    1780    5.239  -11.684   -8.090  -14.853  -17.459    3.901   10.144   -3.033    1.006  -15.926
    1781    8.573  -15.071    2.130  -17.917  -16.630    2.064   -6.405    3.212    5.437  -12.476
    1782    7.595   -0.094   -8.332  -16.259  -12.649    9.583    4.313    4.319    2.479   -5.812
    1783   26.260   -5.409    2.238  -23.685  -13.373   13.832   -1.988    3.333    4.947   -5.983
    1784   10.109  -12.875   -0.305  -18.231  -13.855   11.392    2.955    8.516    3.512   -2.937
    1785    1.342   17.550  -14.159   -0.563  -16.542    8.391   -3.093    1.535    0.459   -7.191
    1786    3.065    5.724  -10.326  -23.097  -14.063   -0.815   -5.770    0.475   -0.834   -4.432
    1787   13.450   -3.618   -1.620  -18.155  -12.089    7.324   -9.446   -0.240    1.877   -8.090
    1788   21.348   -4.659    1.291  -12.967  -19.933   10.843    7.530    8.870    3.829   -4.834
    1789    8.914  -10.644   -0.426  -17.054  -17.257    6.828    0.905    1.284    6.917   -4.267
    1790   26.749    2.540   -0.863   -7.318  -18.613    3.529   -2.656    0.270    3.823   -7.117
    1791   38.760  -12.327   18.673   -4.956  -21.692   10.854  -14.905    7.187    0.657   -3.074
    1792   39.234  -20.895   15.331  -16.293  -15.374   14.068   -6.384    0.537    6.094   -7.456
    1793   36.215  -13.647   12.454   -6.055  -11.977   -1.708   -9.291    7.767    3.750  -12.762
    1794   30.291   10.116   -7.709   -0.757  -17.514    6.501   -4.011    1.092   -5.974   -4.834
    1795   33.215  -11.534    6.926   -8.327  -20.509    5.970    0.401    4.944    7.686   -1.453
    1796   30.732   -3.376    9.505   -9.653  -28.906    0.004  -13.354    1.954    0.306   -7.803
    1797   54.724   14.432   10.457   -7.912  -15.618   13.852   -7.714    5.244   -2.955   -1.780
    1798   57.952   -9.830   15.414  -17.718  -10.382   -0.026   -7.773   -5.597    6.423   -9.754
    1799   46.246  -16.838   19.324  -16.859  -15.729   -0.361   -7.126    6.413    3.472   -8.819
    1800   55.899   -1.688    9.851  -14.902  -10.821    3.862   -5.916    3.451   -1.426   -6.058
    1801   67.975    4.235    8.054   -5.634  -16.705    0.288   -2.129   -5.723   -0.731   -8.408
    1802   53.068    5.483   -1.146  -10.239   -4.145   -0.029  -10.088  -10.441    0.870   -6.285
    1803   62.069   15.254   -2.229   -3.397  -19.789   -1.901    1.039   -5.187    6.964   -1.375
    1804   53.159   25.342   -6.285    3.346  -19.512   -2.078   -5.720   -5.635    4.989    1.672
    1805   44.313    7.118   -1.687    4.754  -20.215   -4.101    0.766   -1.562    1.295   -0.838
    1806   43.211    3.914   -0.709    4.606  -18.264    9.286   -8.213   -1.140   -2.533   -6.149
    1807   52.674    5.793   -0.153    1.374  -16.109    1.960   -0.352   -8.615   -3.724  -11.398
    1808   34.550   16.442   -8.997   -5.043  -12.035    4.497   -0.157    6.039   -1.813    1.776
    1809   32.311   21.449  -18.547  -10.602    1.367   10.444   -7.936   -8.745   -2.575   -1.500
    1810   14.055    2.151  -10.462  -13.693   -6.782    4.592    3.736   -1.948    1.216   -3.138
    1811   28.224   20.495  -21.197  -10.519  -10.144    6.393    2.746   -5.179   -1.678    1.166
    1812   10.998   23.563  -22.809   -8.264   -9.432    5.315   -8.754   -2.001   -1.514   -4.461
    1813   18.002   21.785  -22.274  -12.133   -3.123    7.517   -3.995   -2.544   -3.352   -0.655
    1814   24.289   19.517  -19.459    0.246  -12.387    3.397    0.270   -5.867    0.049   -3.470
    1815   11.039   -0.913  -17.923   -9.776  -14.199   -8.073    0.619   -7.878    5.185   -9.463
    1816   30.044    0.058   -7.989   -4.000  -11.315    4.238   -0.739   -8.067    2.421   -5.736
    1817    3.463   13.120  -21.829  -17.377   -1.881    4.480   -8.191   -4.488    2.168   -2.872
    1818    5.901    9.220  -18.332  -12.941   -0.172    6.666   -6.112   -1.852    2.932   -8.297
    1819   14.294   -5.290  -10.065  -14.748  -18.855   10.339   -3.615   -7.379    0.026   -0.234
    1820    5.758    7.677  -15.130  -17.717  -13.233    9.390   -3.154   -5.437    7.776    3.356
    1821   26.493   -3.776   -6.355  -11.904   -1.801   -1.974   -7.055   -1.156    9.526    1.434
    1822   40.691   26.273  -13.157   -6.020    3.560   -3.075  -10.705   -7.293    0.560   -2.020
    1823   25.936   -5.081   -4.053   -5.297   -2.712    3.423   -0.049   -6.825    0.097   -1.272
    1824   45.044    8.102   -8.897   -6.115   -8.855    0.575    0.865   -7.854    8.889   -5.605
    1825   46.654   -2.471   -3.284  -11.094   -4.204   -6.336   -1.128   -2.623    7.859   -2.752
    1826   36.883   -2.211   -2.687   -7.673   -6.948   -3.350  -10.192   -7.032    3.090   -4.998
    1827   43.414   -1.760    3.621  -10.636  -15.128   -3.628   -3.790    5.216   -1.230   -0.299
    1828   41.368    8.124   -4.381   -4.464    4.901    3.428   -8.300   -5.422    0.027   -1.794
    1829   39.565    2.724    1.403   -5.789  -16.166   -4.416   -9.970   -6.623    6.049  -14.605
    1830   26.897   -6.081    5.470  -13.607    1.668    0.295   -1.354   11.546    3.804   -1.445
    1831   29.149   -7.233    1.877  -23.660   -8.162    2.932    0.483   -0.998    5.381   -7.256
    1832   61.568   -1.021   11.623   -7.162    0.120    9.188  -10.970   -0.905   -5.363   -4.664
    1833   49.434    9.120   -4.067   -3.383   -2.384    9.862   -6.775   -2.272    0.854    6.284
    1834   35.275   -7.980    2.888  -13.032    0.589   -2.693   -4.218   -5.651   -3.045   -0.628
    1835   25.974   -2.779   -3.763  -10.318    1.344    0.670   -5.456    1.865    0.441    6.163
    1836   20.111    3.081   -5.869  -11.076   -2.480   -8.025  -10.058   -1.354    2.021    0.368
    1837    7.934   -1.972   -5.297   -8.336  -15.203    1.201  -13.427   -8.997    3.899    3.321
    1838   24.552  -10.077    1.602  -17.290   -7.050    2.888  -10.025    2.241    2.505   -0.001
    1839   36.715   -0.131   -7.570  -10.927  -10.567    3.729    0.556  -12.522    7.038   -6.734
    1840   12.616   -6.084   -0.560  -11.385   -8.930    1.199   -7.730   -0.224    8.014    7.285
    1841   34.553   -1.541   -2.363  -10.743  -13.938    1.306   -2.443   -2.633    9.463   -0.374
    1842   57.078   -5.026    9.400   -9.941   -1.446    6.030   -8.586   -4.993   -1.214   -1.634
    1843   54.993   14.783   -3.012   -5.243  -10.203   -5.246   -5.342  -11.100    0.363    2.643
    1844   69.759  -12.506   17.579   -0.242  -10.845   -5.736    0.232   -7.378   -0.265   -2.588
    1845   96.221   12.701   12.018   14.917   -8.633   -0.778   -2.850   -6.371   -3.204   -1.452
    1846   83.596   15.664   14.362   -0.196  -11.774    4.203    3.608    9.161  -13.080   -0.616
    1847   60.454    0.469   13.043  -10.997   -3.729   -0.170   -4.680  -10.282   -2.970   -2.788
    1848   78.652   -4.650   16.363   -6.117   -7.250   -5.699   -2.263   -4.974   -1.632   -1.878
    1849   57.052  -15.776   17.223  -17.628  -10.848   -1.555   -1.072   -2.389   -3.476   -7.642
    1850   52.591   -5.410    9.093  -11.476   -2.838   -0.825   -9.522   -2.852   -0.924   -1.144
    1851   26.926  -12.198    6.789   -4.387   -4.817    0.656   -8.035    9.518    3.801    1.095
    1852   25.350  -17.418    6.560   -7.716   -3.117   -7.014   -6.424   -4.605    1.896   -0.043
    1853   30.605    3.532   -0.533   -7.722   -6.924   -3.935   -7.049   -1.035   -2.310    0.615
    1854   28.184   10.793  -10.110   -0.877  -15.681    7.536    4.638    3.126   -0.339   -1.644
    1855   45.300    5.346   -3.134    4.923   -4.673    7.211   -9.252   -7.566   -0.604   -3.109
    1856   48.384   -2.513    1.954   -1.802  -12.525    5.260   -2.317   -2.469   -1.208   -6.409
    1857   39.964    6.753    1.906    2.726   -5.450    1.677  -10.679   -2.154    1.469    3.767
    1858   32.839   10.032   -2.637   -2.453   -2.910    4.701  -11.794   -3.005   -2.742    6.493
    1859   30.897   16.110  -11.462  -13.968   14.843   -2.339  -13.537    5.245   -3.008    4.654
    1860   24.892    6.650   -6.501   -8.618    9.450   -7.721  -11.429    3.926   -1.110   -0.496
    1861   51.157   20.102   -4.088    3.110   -5.242   -1.222   -3.851    5.095   -0.206   -2.424
    1862   55.948   11.277    7.155    1.170    2.733    7.846  -15.959    6.361   -5.432   -2.368
    1863   56.091    8.748    2.999    3.962    3.624   -5.259   -2.537    2.532    0.338    3.097
    1864   37.810    5.458   -1.366   -8.266    2.958   -2.076   -9.817   -6.162    0.937   -0.186
    1865   49.378   10.797    2.245   -3.241   -7.540    0.464   -2.534    0.208   -2.996   -1.630
    1866   56.874   12.781    0.716   -6.755    3.235   -2.508  -10.892   -5.585    1.187    1.171
    1867   68.106    7.556   14.147   -4.586   -1.771   -6.272   -6.306    3.964    0.502    1.457
    1868   54.645   12.005    2.654  -10.298    0.363   -5.280   -6.991    6.744   -1.524    4.057
    1869   53.138    9.432   -5.080   -2.491    1.444    4.514   -0.113    2.533   -2.722    1.513
    1870   48.707   28.714  -14.440    1.933   -3.892   -0.849    2.160   -8.951   -2.453   -8.041
    1871   41.442   21.650   -5.473   -5.453   -5.399    1.284   -7.540    2.571   -4.516   -4.536
    1872   20.552    1.143   -1.147  -14.599    6.912    6.487  -13.157   -0.239   -3.705   -4.065
    1873   32.633    9.819   -4.287  -22.373   -9.996    7.104   -1.317    2.640   -5.090   -4.166
    1874   44.796   10.505   -1.441   -7.871   -3.357    0.966   -3.973    1.558   -1.699   -5.288
    1875   70.289   13.771   10.995    2.055  -17.764   13.693    1.991    1.110   -4.784   -7.661
    1876   50.267    1.344    3.936  -14.491   -4.436    3.068    1.194    2.917   -1.645   -9.016
    1877   39.683   12.474   -6.964   -5.358   -9.183    5.659   -4.187   -8.258    5.410   -0.945
    1878   32.801   17.909  -10.721  -20.122    6.575    4.232   -9.004   -7.358   -0.135   -3.536
    1879   32.613    1.098    1.602  -19.025    6.310    1.643   -9.810   -5.225    4.076    2.707
    1880   42.642   14.871   -4.622   -4.592   -0.303   -3.368  -11.529   -1.246   -4.988   -6.506
    1881   44.933   15.711   -2.507    0.402    7.038    5.344   -5.959    2.169   -0.138    5.579
    1882   33.286    1.792   -0.976   -1.531   -0.477    3.724   -8.240   -1.041   -2.333    4.187
    1883   23.108   17.333  -15.193   -6.700   -0.247  -12.680   -8.810   -6.752    0.853   -0.615
    1884   20.239   11.795  -13.778  -12.305   -4.096    7.264    1.436   -0.770   -5.027    5.894
    1885   -5.464    8.555  -24.648  -22.344   -0.822    1.705   -0.334    2.795    1.454   -4.906
    1886   10.842   -7.159   -2.335  -21.357   -3.817   14.277   -2.285    2.769    5.598    4.138
    1887   20.039    9.199  -20.849  -23.159    3.188    7.717    2.276   -0.505    5.783    2.120
    1888   32.643   11.807  -13.356   -8.585    5.893    6.460   -3.271   -2.214   -0.278    1.357
    1889   45.980   13.165  -10.884    3.011   -0.866    6.174  -10.530   -6.971    0.385   -5.154
    1890   40.400   14.602  -17.453  -13.608    1.498    8.686   -4.242   -4.064   -0.998   -0.189
    1891   46.439   10.551   -6.506   -8.874    7.224    9.702   -9.694   -5.498   -2.441   -0.634
    1892   48.745   27.103  -13.549    1.855    9.646    0.917   -9.121    3.596   -8.059   -5.213
    1893   42.060   21.643  -17.368   -6.818    2.466    5.441   -4.912    4.974   -4.623   -1.636
    1894   67.676    4.347    3.461   -4.045    0.377    6.142   -8.289   -0.252   -0.458    0.150
    1895   66.309    5.845    5.362    1.593  -17.602    5.483   -3.488   -0.261   -2.442   -1.116
    1896   49.706    9.116    0.499  -12.620   -3.299    1.123   -7.109    0.102   -0.041   -2.655
    1897   58.257    9.263    4.795   -4.767   -3.304    8.520   -6.661   -1.758   -0.364   -0.830
    1898   34.897   18.942   -8.616   -5.042   -1.093    9.430   -6.638    0.415    2.639    3.259
    1899   39.831   19.535  -10.954    4.174   -1.980    4.368    0.140   -0.024   -2.887   -3.042
    1900   43.419   10.710   -3.762   -6.280   -4.282    1.224   -6.631   -1.879    2.404   -8.702
    1901   58.564   17.963   -7.310   -3.962    3.119   -5.879   -3.409   -0.683    2.297   -5.115
    1902   44.552   19.527  -14.619    7.103   -5.695   -3.762    6.292   -0.761    2.799   -4.152
    1903   42.776   16.010  -10.711    0.377   -8.637    3.795   -1.030   -4.144    3.573   -7.770
    1904   43.065   11.796   -4.000    0.113  -14.636    3.413    4.508   -9.107    0.281   -8.415
    1905   36.452    5.969  -10.616   -5.589   -6.309   -0.806    5.334   -2.275    0.219   -9.910
    1906   26.837    9.712   -3.875    1.946  -13.691   -1.629    2.091   -0.111    0.122   -3.657
    1907   46.836   13.868   -1.365   10.581  -12.635   -8.484   -3.864   -6.229    2.940   -5.522
    1908   31.806    2.786   -6.505   -0.365   -5.199   -1.499    1.550    4.358    2.317   -3.703
    1909   51.138   13.211    0.448   -6.986  -13.716   -0.559   -1.834   -6.763   -1.787   -3.714
    1910   48.037    5.030    2.042    1.290   -7.907    0.048   -0.310   -0.729   -0.845   -7.899
    1911   50.420   14.197   -1.823    2.872   -1.509   -5.897   -7.564   -1.625   -4.606   -5.365
    1912   56.373   28.288   -8.479   12.442    1.754   -7.431   -5.098   -1.083   -2.400   -1.848
    1913   38.030    3.392   -0.924   -3.024    0.497   -5.065   -6.695    4.672    0.155   -3.015
    1914   26.062   14.649   -9.512    5.392   -7.880   -5.774   -1.814   -4.270    0.911  -13.149
    1915   44.989    9.566    3.283  -16.718   -0.527    0.848    1.799    9.784   -2.984   -4.946
    1916   33.672   10.936   -1.735   -4.479   -4.465   -5.358    4.957    0.900    0.259   -1.061
    1917   54.166   13.470   -1.523    4.818   -6.067   -0.912    5.620    0.255   -2.132   -1.475
    1918   34.219    8.821  -12.354   -4.143   -6.965   -5.849    9.146   -1.265    6.167   -5.777
    1919   35.163   19.135   -6.872    5.793  -18.246   -9.882    8.660    3.008   -2.874   -6.993
    1920   41.511   25.907  -11.754    0.183   -8.042   -9.296    5.306   -0.345   -1.853   -6.360
    1921   49.502   12.175   -0.211    0.498  -18.731   -5.120    3.742   -3.614    2.009   -0.226
    1922   54.060   11.012   -0.703  -11.995  -15.159    3.852    1.433   -3.050   -4.740   -8.891
    1923   50.426   12.138    3.077   -0.869   -8.551   -0.678   -0.164   -2.067   -5.509   -7.664
    1924   62.332    9.281    9.378   -5.182  -10.887   -6.076   -1.616   -5.838   -0.394   -5.355
    1925   52.976   21.548   -3.353   12.526  -14.852   -7.367   -1.271   -5.085   -3.264   -6.327
    1926   52.477   13.487    6.127   -3.454   -7.543    0.563    4.776    2.127   -4.864  -11.150
    1927   28.570   33.809  -12.690   -4.650   -1.572    1.564   -0.700   -5.049   -5.013   -9.223
    1928   25.712   42.232  -24.413   -4.254   -1.523   -3.166   -1.587   -2.549   -3.891  -10.303
    1929   41.862   20.978  -13.109   -9.053  -11.710   -1.524    5.670   -6.159   -6.378  -11.914
    1930   48.537   17.198   -1.289    0.486   -3.328    1.966   -4.209   -1.944   -3.938  -12.374
    1931   54.948   20.316   -3.634   -3.752  -17.138    2.294   10.482    1.909   -2.491   -8.087
    1932   36.952   24.583   -9.757   11.146   -8.777    2.194    3.473   -3.598   -7.488  -11.899
    1933   29.950   22.842   -7.498   -3.785   -6.481    3.971   -0.033   -2.526   -3.755   -3.310
    1934   31.943   25.992   -9.481   10.297   -0.298    0.060  -10.169   -3.344   -5.189   -5.380
    1935   47.792   30.626   -1.413    2.083  -17.324    2.078    4.766   -1.682   -8.756  -14.022
    1936   33.731   37.589  -17.461   -1.709  -13.096   -7.772    1.348   -2.322    0.367   -1.960
    1937   21.397   31.011  -15.084    3.390   -2.417   -3.375   10.519    0.438   -2.088   -7.494
    1938   32.749   18.320   -3.360   -0.912   -5.336   -4.838    7.250   -7.698    3.904   -4.413
    1939   21.433   24.285   -9.509  -14.584   -7.477    4.116   18.126   -2.547    4.168  -11.784
    1940   36.268   26.861   -5.238    1.936   -2.738    4.434   10.251    2.240    1.757   -6.288
    1941   33.874   38.030  -11.606    7.852    2.819   -2.695    7.538   -5.529    2.642   -2.127
    1942   29.506   17.432   -2.154   -7.159    3.148   -1.854    3.062   -4.910    9.405   -5.355
    1943   34.818   25.611   -3.228    1.577    1.769    5.824    1.700  -13.444    2.520   -2.379
    1944   43.987   31.635   -0.997    1.801  -16.431    2.203   11.687   -9.084    2.099   -0.904
    1945   46.508   12.219    9.532    3.991   -3.723   -0.426   -2.700   -4.621   -1.624   -7.528
    1946   55.664   10.797    7.057   -1.204   -5.434    4.443    0.472   -8.518    6.201   -1.232
    1947   54.263   -0.981    9.565   -4.937   -1.089    1.430    1.336   -3.487    6.857   -3.846
    1948   45.226   -4.756   12.274   -5.712   -5.002    5.502    3.275   -0.376    5.343    0.390
    1949   37.008   -6.843   10.702   -4.513    0.992   -0.484   -8.523  -10.188    7.889   -3.432
    1950   46.107    3.731   10.809  -10.326   -3.392    1.912    1.120   -0.527    5.199   -2.839
    1951   39.007   25.927   -7.969   -1.703   -2.350   -3.204    3.771   -5.268    5.362   -3.121
    1952   67.314   17.817    4.538   -2.736   -4.586   -3.478    0.089  -10.458    8.987    1.804
    1953   52.503   27.517   -7.335  -10.693    6.464    6.247    0.098   -7.356    3.672    5.546
    1954   39.216   31.975  -12.571   -7.949    7.778   -1.738   -1.538   -6.491    0.798   -2.437
    1955   47.370   23.134   -4.019   -8.042    3.159    0.922   -2.362  -11.647    5.233    0.964
    1956   52.784   17.249    0.640    1.983    1.743   -0.008   -1.717   -8.681    2.014   -9.898
    1957   48.377    7.886    7.281   -6.681    7.436    5.384   -3.942   -3.390    4.203   -3.413
    1958   47.911   20.847    2.554  -13.985    7.169    0.591  -14.776   -5.104    5.981    3.016
    1959   41.107   19.923    0.008   -6.034    5.319   -6.631  -12.659  -12.543    5.219   -4.077
    1960   44.993  -12.512   11.289  -18.764    2.295   -6.043   -6.744   -7.604    5.166   -6.782
    1961   51.751   20.886    3.774  -13.745    2.955   -9.020   -6.678   -5.682    2.496  -10.678
    1962   43.158   24.760    3.437   -7.488    3.070    1.402    2.475    4.747   -2.469   -6.917
    1963   19.804   24.666   -8.285    0.133    2.077   -0.234   -2.437   -3.053    3.746   -6.184
    1964   15.165   15.111  -11.552    1.685    0.934    5.362   -0.665   -6.957    5.060  -10.755
    1965   32.453   13.154    2.585   -8.834   13.131    5.724  -12.991   -7.487    5.220   -5.886
    1966   44.213   17.833    1.945    1.727    3.254    1.642   -5.803   -6.574    4.544  -11.154
    1967   30.083   27.174  -10.151   -5.849    4.414   -4.549   -1.183   -4.461    4.992  -11.744
    1968   33.781   15.184  -10.322   -1.916    7.445   -6.906   -8.078   -3.101    0.577   -3.893
    1969   35.841   17.926   -4.253   -7.047    9.355   -7.270  -10.710   -4.831   -1.279   -0.366
    1970   32.124   10.511   -3.972  -11.217    7.552    2.553   -3.204    1.399    3.550    4.478
    1971   24.801    7.312   -5.879   -8.979    7.553   -2.485   -5.973   -3.969    5.628   -5.437
    1972   32.635   15.126   -9.712   -4.404    4.651   -6.736   -2.309   -1.919    2.923   -1.148
    1973   15.886    7.979   -4.541  -13.997   -1.866   -1.989    7.755   -0.281    6.873   -3.559
    1974   -1.506   10.260  -10.086   -4.458   -6.580  -12.807   -6.904   -2.093   -0.567  -10.777
    1975   17.693   -1.129   -3.880   -4.246  -10.166   -0.952    3.425    6.770    1.420   -5.109
    1976   -2.653   11.276  -11.545  -16.012    2.814    1.865    2.494    1.365    2.328   -3.014
    1977   10.177    8.520   -8.078   -9.944   -0.098    1.032   -5.686    3.430   -0.706   -3.274
    1978   12.910    9.855  -14.012  -14.984   -0.382   -1.678    1.224    2.317    0.469    6.575
    1979   -6.421   11.221  -19.918  -27.307    0.141    1.078    1.958    4.235    4.971    1.284
    1980  -20.132   20.089  -27.079  -20.671    9.121    6.833   -5.804    2.941    2.123   -2.979
    1981   -2.332   18.581  -21.752   -5.578    3.119    6.286   -6.328    1.818    2.040    1.125
    1982    9.022    8.077  -18.032  -15.216    2.564    4.674   -0.579   -0.685    4.272    1.785
    1983    9.773    8.127  -14.922  -17.070   -0.586    1.852    2.154   -1.847    7.959  -15.915
    1984   16.190   19.593  -15.700   -1.800   10.516   -5.369   -7.118   -6.119    1.213   -8.236
    1985   12.897    6.148  -10.404  -18.904   -0.307    8.241   -1.071    0.198    2.848   -5.718
    1986   22.803   21.382  -16.203   -6.199    6.787    8.421   -5.292   -4.339    3.512    0.951
    1987    4.800    9.603  -13.213    1.048   -0.173   10.464    0.240    3.413    6.178   -2.106
    1988   16.259   23.990  -19.876   -0.699   -3.889   13.022   -1.339   -2.836    4.646   -2.013
    1989   12.215   19.651   -9.419    4.156    4.198   11.371   -1.657    2.161    5.619    0.117
    1990    9.929   16.138  -14.601   -6.456    7.211    9.129   -0.569   -0.744    8.059   -3.587
    1991   26.749   17.960   -8.326   -7.191    0.377    2.910   -0.298   -6.256    6.526   -4.618
